folder_path,top_level_root,depth,parent_path,direct_file_count,recursive_file_count,direct_subfolder_count,top_ext_direct,last_modified_direct,governed_by_setting,manifest_category,manifest_currency,type,status,usage_description,added_at,last_reviewed_at
_analytics/word_registry/093_obedience,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:45:12Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/094_passion,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:45:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/095_patience,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:33:50Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/096_peace,_analytics,3,_analytics/word_registry,15,50,3,".md:8, .json:7",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/096_peace/chapters,_analytics,4,_analytics/word_registry/096_peace,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/096_peace/inputs,_analytics,4,_analytics/word_registry/096_peace,16,16,0,".md:10, .json:6",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/096_peace/obslog,_analytics,4,_analytics/word_registry/096_peace,11,11,0,".md:7, .json:4",2026-07-12T04:59:29Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/102_purity,_analytics,3,_analytics/word_registry,5,13,3,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/102_purity/chapters,_analytics,4,_analytics/word_registry/102_purity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/102_purity/inputs,_analytics,4,_analytics/word_registry/102_purity,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/102_purity/obslog,_analytics,4,_analytics/word_registry/102_purity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/106_reconciliation,_analytics,3,_analytics/word_registry,1,1,0,.json:1,2026-04-13T03:50:56Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/109_renewal,_analytics,3,_analytics/word_registry,6,6,0,".md:5, .json:1",2026-08-10T06:00:49Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/111_righteousness,_analytics,3,_analytics/word_registry,5,26,3,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/111_righteousness/chapters,_analytics,4,_analytics/word_registry/111_righteousness,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/111_righteousness/inputs,_analytics,4,_analytics/word_registry/111_righteousness,9,9,0,".json:6, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/111_righteousness/obslog,_analytics,4,_analytics/word_registry/111_righteousness,12,12,0,".json:9, .md:3",2026-07-12T04:59:29Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/116_sincerity,_analytics,3,_analytics/word_registry,5,13,3,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/116_sincerity/chapters,_analytics,4,_analytics/word_registry/116_sincerity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/116_sincerity/inputs,_analytics,4,_analytics/word_registry/116_sincerity,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/116_sincerity/obslog,_analytics,4,_analytics/word_registry/116_sincerity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/130_truthfulness,_analytics,3,_analytics/word_registry,5,13,3,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/130_truthfulness/chapters,_analytics,4,_analytics/word_registry/130_truthfulness,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/130_truthfulness/inputs,_analytics,4,_analytics/word_registry/130_truthfulness,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/130_truthfulness/obslog,_analytics,4,_analytics/word_registry/130_truthfulness,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/134_uprightness,_analytics,3,_analytics/word_registry,5,13,3,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/134_uprightness/chapters,_analytics,4,_analytics/word_registry/134_uprightness,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/134_uprightness/inputs,_analytics,4,_analytics/word_registry/134_uprightness,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/134_uprightness/obslog,_analytics,4,_analytics/word_registry/134_uprightness,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/147_soul,_analytics,3,_analytics/word_registry,3,3,0,".json:2, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/149_spirit,_analytics,3,_analytics/word_registry,1,1,0,.md:1,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/158_blessing,_analytics,3,_analytics/word_registry,4,5,1,.md:4,2026-08-10T06:14:46Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/158_blessing/archive,_analytics,4,_analytics/word_registry/158_blessing,1,1,0,.md:1,2026-08-10T06:13:45Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/172_being,_analytics,3,_analytics/word_registry,1,1,0,.md:1,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/175_ruthlessness,_analytics,3,_analytics/word_registry,1,1,0,.md:1,2026-08-10T14:09:59Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/177_suffering,_analytics,3,_analytics/word_registry,3,3,0,".md:2, .json:1",2026-08-10T14:39:15Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/178_cursing,_analytics,3,_analytics/word_registry,3,3,0,.md:3,2026-08-10T09:03:23Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/183_blindness,_analytics,3,_analytics/word_registry,2,2,0,.md:2,2026-07-12T04:59:23Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/184_healing,_analytics,3,_analytics/word_registry,3,3,0,.md:3,2026-08-10T14:17:39Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/_bundle_provenance,_analytics,3,_analytics/word_registry,8,8,0,".md:7, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/archive,_analytics,3,_analytics/word_registry,6,6,0,.md:6,2026-08-10T08:25:48Z,,,,,,,2026-08-28T05:41:51Z,
_raw_data,_raw_data,1,,0,1033,6,,,,,,,,,2026-08-28T05:41:51Z,
_raw_data/STEP_extracts,_raw_data,2,_raw_data,299,299,0,".json:297, .md:2",2026-07-13T06:03:26Z,,,,,,,2026-08-28T05:41:51Z,
_raw_data/passage,_raw_data,2,_raw_data,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_raw_data/raw_data_prose,_raw_data,2,_raw_data,27,27,0,".md:25, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_raw_data/registry,_raw_data,2,_raw_data,620,620,0,".json:343, .md:276, .xlsx:1",2026-07-13T06:03:25Z,,,,,,,2026-08-28T05:41:51Z,
_raw_data/span,_raw_data,2,_raw_data,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_raw_data/strong,_raw_data,2,_raw_data,0,87,1,,,,,,,,,2026-08-28T05:41:51Z,
_raw_data/strong/terms,_raw_data,3,_raw_data/strong,87,87,0,.md:87,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
archive,archive,1,,0,2276,9,,,governance.oneoff_report_archive_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
archive/Clusters,archive,2,archive,92,92,0,".md:53, .json:32, .npz:6, .txt:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
archive/Logs,archive,2,archive,22,22,0,".log:17, .docx:2, .md:2, .txt:1",2026-07-12T05:00:07Z,,,,,,,2026-08-28T05:41:51Z,
archive/Programme_prose,archive,2,archive,37,37,0,".md:24, .json:13",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
archive/References,archive,2,archive,13,13,0,".md:7, .json:6",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions,archive,2,archive,941,1003,1,".md:480, .json:390, .docx:50, .pdf:12, .txt:7",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters,archive,3,archive/Sessions,0,62,2,,,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M15,archive,4,archive/Sessions/Session_Clusters,2,28,2,.zip:2,2026-05-11T18:27:31Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M15/files - failed session,archive,5,archive/Sessions/Session_Clusters/M15,20,20,0,.md:20,2026-05-11T08:36:48Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M15/files json vcg,archive,5,archive/Sessions/Session_Clusters/M15,6,6,0,.json:6,2026-05-11T17:27:30Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M26,archive,4,archive/Sessions/Session_Clusters,0,34,4,,,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M26/files group split,archive,5,archive/Sessions/Session_Clusters/M26,3,3,0,.md:3,2026-05-10T05:32:05Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M26/files group split 2,archive,5,archive/Sessions/Session_Clusters/M26,7,7,0,.md:7,2026-05-10T10:20:34Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M26/files phase 7,archive,5,archive/Sessions/Session_Clusters/M26,18,18,0,".md:17, .docx:1",2026-05-10T16:47:28Z,,,,,,,2026-08-28T05:41:51Z,
archive/Sessions/Session_Clusters/M26/files phase 8,archive,5,archive/Sessions/Session_Clusters/M26,6,6,0,.md:6,2026-05-11T03:03:28Z,,,,,,,2026-08-28T05:41:51Z,
archive/docs,archive,2,archive,37,37,0,".md:16, .docx:8, .py:7, .json:6",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
archive/patches,archive,2,archive,386,396,1,".json:369, .md:17",2026-08-27T09:42:09Z,,,,,,,2026-08-28T05:41:51Z,
archive/patches/directives,archive,3,archive/patches,0,10,1,,,,,,,,,2026-08-28T05:41:51Z,
archive/patches/directives/archive,archive,4,archive/patches/directives,10,10,0,.md:10,2026-07-12T05:00:17Z,,,,,,,2026-08-28T05:41:51Z,
archive/scripts,archive,2,archive,672,672,0,.py:672,2026-08-18T12:03:53Z,,,,,,,2026-08-28T05:41:51Z,
archive/verse-analysis-state-20260704,archive,2,archive,4,4,0,.md:4,2026-07-12T05:16:42Z,,,,,,,2026-08-28T05:41:51Z,
backups,backups,1,,3,3,0,.db:3,2026-08-27T04:57:55Z,,,,,,,2026-08-28T05:41:51Z,
data,data,1,,0,15,2,,,,,,,,,2026-08-28T05:41:51Z,
data/exports,data,2,data,1,12,1,.csv:1,2026-08-13T14:13:08Z,,,,,,,2026-08-28T05:41:51Z,
data/exports/dimension_review,data,3,data/exports,11,11,0,".json:10, .csv:1",2026-08-13T14:13:08Z,,,,,,,2026-08-28T05:41:51Z,
data/imports,data,2,data,0,3,1,,,,,,,,,2026-08-28T05:41:51Z,
data/imports/WA,data,3,data/imports,0,3,1,,,,,,,,,2026-08-28T05:41:51Z,
data/imports/WA/Session_B_Dimension_Review,data,4,data/imports/WA,3,3,0,.md:3,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
database,database,1,,2,3,2,"(none):1, .db:1",2026-08-27T09:42:16Z,database.bible_research.path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
database/archive,database,2,database,1,1,0,.json:1,2026-08-15T06:08:13Z,,,,,,,2026-08-28T05:41:51Z,
database/scripts,database,2,database,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
docs,docs,1,,38,38,0,".md:32, .json:2, .docx:2, .jpg:1, .xlsx:1",2026-08-24T17:10:46Z,,,,,,,2026-08-28T05:41:51Z,
engine,engine,1,,16,16,0,.py:16,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
iba,iba,1,,1,906,5,.py:1,2026-07-17T17:14:58Z,,,,,,,2026-08-28T05:41:51Z,
iba/app,iba,2,iba,11,661,10,".md:6, .py:5",2026-08-28T03:57:23Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/archive,iba,3,iba/app,4,20,1,".md:3, .ps1:1",2026-07-22T18:37:30Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/archive/staging,iba,4,iba/app/archive,0,16,1,,,,,,,,,2026-08-28T05:41:51Z,
iba/app/archive/staging/operations,iba,5,iba/app/archive/staging,12,16,1,.json:12,2026-08-08T07:18:06Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/archive/staging/operations/archive,iba,6,iba/app/archive/staging/operations,4,4,0,.json:4,2026-08-07T05:18:53Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/config,iba,3,iba/app,17,168,3,".csv:16, .md:1",2026-07-19T13:42:15Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/config/archive,iba,4,iba/app/config,150,150,0,".md:143, .json:7",2026-08-05T18:11:27Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/config/export,iba,4,iba/app/config,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
iba/app/config/views,iba,4,iba/app/config,1,1,0,.csv:1,2026-07-19T07:40:25Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/db,iba,3,iba/app,7,14,2,".db:1, .db-shm:1, .db-wal:1, .bak-20260719-precandidatefix:1, .bak-20260725-prespanregen:1",2026-08-28T05:41:49Z,database.iba.path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
iba/app/db/archive,iba,4,iba/app/db,2,2,0,.json:2,2026-08-20T11:46:02Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/db/snapshots,iba,4,iba/app/db,5,5,0,.db:5,2026-08-28T05:41:49Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/docs,iba,3,iba/app,7,7,0,.md:7,2026-08-09T18:55:32Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/handlers,iba,3,iba/app,16,16,0,.py:16,2026-08-28T05:39:38Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/lib,iba,3,iba/app,38,38,0,.py:38,2026-08-28T05:41:09Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/migration,iba,3,iba/app,140,140,0,".py:138, .ps1:1, .json:1",2026-08-28T05:40:30Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/ps,iba,3,iba/app,47,48,1,.ps1:47,2026-08-28T05:40:05Z,governance.scripts_ps_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
iba/app/ps/_lib,iba,4,iba/app/ps,1,1,0,.ps1:1,2026-07-29T18:09:55Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/reports,iba,3,iba/app,92,175,1,".md:83, .csv:8, .json:1",2026-08-26T19:35:20Z,candidate.load_report_path; candidate.quality_report_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
iba/app/reports/archive,iba,4,iba/app/reports,83,83,0,".md:76, .csv:7",2026-08-18T11:25:14Z,,,,,,,2026-08-28T05:41:51Z,
iba/app/tools,iba,3,iba/app,23,24,1,.py:23,2026-08-17T06:16:57Z,governance.scripts_python_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
iba/app/tools/archive,iba,4,iba/app/tools,1,1,0,.py:1,2026-08-26T16:21:30Z,,,,,,,2026-08-28T05:41:51Z,
iba/config,iba,2,iba,4,30,5,".md:2, .jsonl:1, .json:1",2026-08-24T09:59:37Z,,,,,,,2026-08-28T05:41:51Z,
iba/config/DBSchema,iba,3,iba/config,2,2,0,".json:1, .md:1",2026-08-24T09:59:00Z,,,,,,,2026-08-28T05:41:51Z,
iba/config/archive,iba,3,iba/config,1,1,0,.json:1,2026-07-15T10:51:24Z,,,,,,,2026-08-28T05:41:51Z,
iba/config/process,iba,3,iba/config,10,10,0,".json:5, .md:5",2026-07-16T20:08:09Z,,,,,,,2026-08-28T05:41:51Z,
iba/config/utility,iba,3,iba/config,7,7,0,".json:4, .md:3",2026-07-16T20:08:09Z,,,,,,,2026-08-28T05:41:51Z,
iba/config/wide,iba,3,iba/config,6,6,0,".json:3, .md:3",2026-07-16T20:08:09Z,,,,,,,2026-08-28T05:41:51Z,
iba/docs,iba,2,iba,53,169,4,".md:52, .xlsx:1",2026-08-28T05:15:06Z,,,,,,,2026-08-28T05:41:51Z,
iba/docs/Seeding,iba,3,iba/docs,3,3,0,.md:3,2026-07-22T06:14:09Z,,,,,,,2026-08-28T05:41:51Z,
iba/docs/archive,iba,3,iba/docs,75,75,0,.md:75,2026-08-28T05:03:30Z,,,,,,,2026-08-28T05:41:51Z,
iba/docs/cluster assignment process,iba,3,iba/docs,23,23,0,".json:18, .md:5",2026-08-12T06:11:10Z,,,,,,,2026-08-28T05:41:51Z,
iba/docs/windows debate,iba,3,iba/docs,15,15,0,.md:15,2026-08-13T12:43:17Z,,,,,,,2026-08-28T05:41:51Z,
iba/prototype,iba,2,iba,8,40,2,".md:4, .py:4",2026-07-19T13:56:11Z,,,,,,,2026-08-28T05:41:51Z,
iba/prototype/data,iba,3,iba/prototype,0,20,2,,,,,,,,,2026-08-28T05:41:51Z,
iba/prototype/data/hypocrisy,iba,4,iba/prototype/data,10,10,0,.json:10,2026-07-17T10:21:58Z,,,,,,,2026-08-28T05:41:51Z,
iba/prototype/data/peace,iba,4,iba/prototype/data,10,10,0,.json:10,2026-07-17T10:21:23Z,,,,,,,2026-08-28T05:41:51Z,
iba/prototype/layers,iba,3,iba/prototype,0,12,1,,,,,,,,,2026-08-28T05:41:51Z,
iba/prototype/layers/hypocrisy,iba,4,iba/prototype/layers,12,12,0,.json:12,2026-07-17T11:03:35Z,,,,,,,2026-08-28T05:41:51Z,
iba/scripts,iba,2,iba,5,5,0,.py:5,2026-07-16T14:53:36Z,,,,,,,2026-08-28T05:41:51Z,
memory,memory,1,,0,241,1,,,,,,,,,2026-08-28T05:41:51Z,
memory/archive,memory,2,memory,241,241,0,.md:241,2026-08-03T05:34:49Z,,,,,,,2026-08-28T05:41:51Z,
outputs,outputs,1,,1,750,15,.csv:1,2026-08-28T04:31:33Z,governance.oneoff_report_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
outputs/analysis,outputs,2,outputs,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
outputs/archive,outputs,2,outputs,126,129,1,".md:67, .json:45, .txt:12, .jsonl:1, .log:1",2026-08-26T07:29:02Z,,,,,,,2026-08-28T05:41:51Z,
outputs/archive/archive,outputs,3,outputs/archive,3,3,0,.md:3,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
outputs/cc,outputs,2,outputs,3,3,0,".md:2, .map:1",2026-06-10T16:56:31Z,,,,,,,2026-08-28T05:41:51Z,
outputs/configs,outputs,2,outputs,2,198,1,.md:2,2026-08-28T05:40:44Z,behaviour.list_report_path; configmaint.report_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
outputs/configs/archive,outputs,3,outputs/configs,196,196,0,.md:196,2026-08-28T03:57:11Z,,,,,,,2026-08-28T05:41:51Z,
outputs/content_index,outputs,2,outputs,1,1,0,.md:1,2026-08-17T13:22:35Z,content_index.report_path; content_index.size_profile_report_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
outputs/cost-history,outputs,2,outputs,4,7,1,".md:2, .csv:2",2026-07-19T05:25:50Z,,,,,,,2026-08-28T05:41:51Z,
outputs/cost-history/api-exports,outputs,3,outputs/cost-history,3,3,0,".csv:2, .md:1",2026-07-19T05:00:03Z,,,,,,,2026-08-28T05:41:51Z,
outputs/csv,outputs,2,outputs,17,33,1,.csv:17,2026-08-22T10:31:25Z,,,,,,,2026-08-28T05:41:51Z,
outputs/csv/archive,outputs,3,outputs/csv,16,16,0,.csv:16,2026-07-25T12:52:09Z,,,,,,,2026-08-28T05:41:51Z,
outputs/data,outputs,2,outputs,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
outputs/docx,outputs,2,outputs,1,6,1,(none):1,2026-03-16T05:54:37Z,,,,,,,2026-08-28T05:41:51Z,
outputs/docx/archive,outputs,3,outputs/docx,5,5,0,.docx:5,2026-08-22T04:53:21Z,,,,,,,2026-08-28T05:41:51Z,
outputs/escalation,outputs,2,outputs,47,237,1,".md:46, .json:1",2026-08-28T04:07:33Z,escalation.history_report_dir; escalation.list_report_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
outputs/escalation/archive,outputs,3,outputs/escalation,190,190,0,".md:188, .json:2",2026-08-27T19:30:59Z,,,,,,,2026-08-28T05:41:51Z,
outputs/integrity,outputs,2,outputs,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
outputs/json,outputs,2,outputs,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
outputs/markdown,outputs,2,outputs,76,127,3,".md:71, .csv:2, .json:2, .html:1",2026-08-27T10:49:27Z,,,,,,,2026-08-28T05:41:51Z,
outputs/markdown/archive,outputs,3,outputs/markdown,6,6,0,.md:6,2026-08-27T10:42:00Z,,,,,,,2026-08-28T05:41:51Z,
outputs/markdown/project-reconstruction,outputs,3,outputs/markdown,5,5,0,.md:5,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
outputs/markdown/validation,outputs,3,outputs/markdown,40,40,0,.md:40,2026-07-13T05:12:04Z,,,,,,,2026-08-28T05:41:51Z,
outputs/raw_data,outputs,2,outputs,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
outputs/validations,outputs,2,outputs,0,8,1,,,validation.output_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
outputs/validations/archive,outputs,3,outputs/validations,8,8,0,.md:8,2026-07-22T18:41:11Z,,,,,,,2026-08-28T05:41:51Z,
research,research,1,,1,475,7,(none):1,2026-03-16T05:54:37Z,,,,,,,2026-08-28T05:41:51Z,
research/archive,research,2,research,0,33,1,,,,,,,,,2026-08-28T05:41:51Z,
research/archive/VE-lexical,research,3,research/archive,1,33,3,.md:1,2026-07-12T05:00:33Z,,,,,,,2026-08-28T05:41:51Z,
research/archive/VE-lexical/archive,research,4,research/archive/VE-lexical,1,15,1,.md:1,2026-07-12T05:00:33Z,,,,,,,2026-08-28T05:41:51Z,
research/archive/VE-lexical/archive/exploratory,research,5,research/archive/VE-lexical/archive,14,14,0,.md:14,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
research/archive/VE-lexical/faculty-map-build,research,4,research/archive/VE-lexical,8,8,0,".json:6, .py:2",2026-07-12T05:00:33Z,,,,,,,2026-08-28T05:41:51Z,
research/archive/VE-lexical/findings,research,4,research/archive/VE-lexical,9,9,0,.md:9,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
research/discovery,research,2,research,23,31,1,".md:14, .json:9",2026-08-21T17:21:13Z,lexicon.quality_report_path; manifest.report_path; report.seed_candidate_path; report.span_analysis_path; report.strong_meaning_path; retention.report_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
research/discovery/archive,research,3,research/discovery,8,8,0,.md:8,2026-08-15T09:31:21Z,,,,,,,2026-08-28T05:41:51Z,
research/investigations,research,2,research,386,404,2,".md:314, .json:44, .csv:14, .txt:4, .log:4",2026-07-12T05:02:57Z,,,,,,,2026-08-28T05:41:51Z,
research/investigations/archive,research,3,research/investigations,13,13,0,.md:13,2026-07-12T05:02:56Z,,,,,,,2026-08-28T05:41:51Z,
research/investigations/word_deep_dive,research,3,research/investigations,0,5,1,,,,,,,,,2026-08-28T05:41:51Z,
research/investigations/word_deep_dive/goodness,research,4,research/investigations/word_deep_dive,5,5,0,.md:5,2026-07-12T05:02:57Z,,,,,,,2026-08-28T05:41:51Z,
research/notes,research,2,research,2,2,0,"(none):1, .md:1",2026-05-04T15:31:04Z,,,,,,,2026-08-28T05:41:51Z,
research/projects,research,2,research,1,1,0,(none):1,2026-03-16T05:54:37Z,,,,,,,2026-08-28T05:41:51Z,
research/reports,research,2,research,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
research/templates,research,2,research,3,3,0,.md:3,2026-07-12T05:02:57Z,,,,,,,2026-08-28T05:41:51Z,
scratchpad_tmp,scratchpad_tmp,1,,9,9,0,.txt:9,2026-07-24T01:57:29Z,,,,,,,2026-08-28T05:41:51Z,
scripts,scripts,1,,336,413,3,".py:324, .ps1:6, .json:3, .sqlite3-query:3",2026-08-27T05:41:42Z,,,,,,,2026-08-28T05:41:51Z,
scripts/SQLite,scripts,2,scripts,0,10,2,,,,,,,,,2026-08-28T05:41:51Z,
scripts/SQLite/IBA_DB,scripts,3,scripts/SQLite,9,9,0,.sqlite3-query:9,2026-08-27T07:01:50Z,,,,,,,2026-08-28T05:41:51Z,
scripts/SQLite/Research_DB,scripts,3,scripts/SQLite,1,1,0,.sqlite3-query:1,2026-08-22T03:54:12Z,,,,,,,2026-08-28T05:41:51Z,
scripts/analytics,scripts,2,scripts,8,8,0,".py:7, .txt:1",2026-07-16T14:29:28Z,,,,,,,2026-08-28T05:41:51Z,
scripts/archive,scripts,2,scripts,59,59,0,".py:58, .sqlite3-query:1",2026-08-16T05:07:48Z,,,,,,,2026-08-28T05:41:51Z,
