reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H2451:wisdom#264852,264852,20,1,Pro 1:7,OT,poetic/wisdom,3704,1,H2451,H2451,HNcfsa,noun,,wisdom,,,none,H2451:wisdom,wisdom,wisdom,"wisdom — the skilled, ordered competence of the inner life | Wisdom personified — wisdom as a woman crying aloud in the street | wisdom — here the object the fool despises | wisdom — entering the heart | wisdom — what the attentive ear is bent toward | wisdom — given by the LORD | wisdom — the prize found and made blessed | wisdom — the LORD's, by which he founded the earth | wisdom — the way in which the son has been taught | wisdom — to be acquired","wisdom, Wisdom",wisdom-folly-teaching,,,264711|264717|266999|267048|266940|267525|267564|267910|267928|267930|267775|267951|268427|268450|268465|268475|308467|268674|262494|262576|262638|262778|263134|263493|264191|308507|265252|265591|265853|265919|265751|266672|266786|267423,read-2026,Reg 174 wisdom,26,35,wisdom — here the object the fool despises,disposition,ABSENT,NONE,the wise (whom the fool rejects),wisdom as the good held in contempt by the fool,NONE,none,NONE,ABSENT,ABSENT,ABSENT,paired with instruction (musar) as the despised goods,ABSENT,"chokmah is the target of buz here (two-axes: its own char AND despise's object). The same good that reverence gains, contempt refuses.",absent,characteristic,internal:ib-state,ABSENT,Pro 1:7 The fear of the Lord is the beginning of knowledge ; fools despise wisdom and instruction .
H4148:instruction#264853,264853,20,1,Pro 1:7,OT,poetic/wisdom,3704,1,H4148H H9002,H4148,HNcmsa HC,noun,,instruction,,musar,head,H4148:instruction,instruction,discipline,"instruction as moral discipline — correction that shapes the inner person | instruction in wise dealing — discipline received, now specified by its fruit | instruction/discipline — despised alongside wisdom | the father's instruction — parental discipline to be heeded | instruction — to be taken over silver | instruction — among the goods to be bought and kept | lesson learned — the instruction drawn from reflection",instruction,wisdom-folly-teaching,,,264712|264800|264857|268457|265592|265882,read-2026,IB:discipline,3,7,instruction/discipline — despised alongside wisdom,disposition,ABSENT,NONE,the one who should receive it,the discipline the fool refuses,NONE,none,NONE,ABSENT,ABSENT,ABSENT,paired with wisdom as the twin good despised,ABSENT,"musar (discipline) recurs, now as an object of contempt — the fool refuses not just knowledge but the corrective shaping. Distinct occurrence from its 1:2-3 uses.",present,characteristic,internal:ib-state,ABSENT,Pro 1:7 The fear of the Lord is the beginning of knowledge ; fools despise wisdom and instruction .
H8085:hear#264854,264854,20,1,Pro 1:8,OT,poetic/wisdom,3704,0,H8085G,H8085,HVqv2ms,verb,Qal,Hear,,,none,H8085:hear,Hear,to hear: hear; to hear: obey; to hear: proclaim; to hear: understand; to hear: judge; to hear: welcome,"to hear — receptive listening that takes instruction in | hear — the son commanded to receptive listening | heeding — the attentive obedience of sons to instruction | heeding — attentive, obedient reception of the father's words | heeding — hear instruction and be wise | heeding — Wisdom's summons to hear her noble words | freedom-from-threat — the poor man hears no threat | premature answering — answering before hearing | heeding — hearing instruction, whose cessation brings straying | hearing — the faculty of attention, God-given","Hear, hears, hear, hearing",being-heard-listening,,,264833|267758|267765|268644|268601|263294|264306|264561|264887|265234|265367|265559|266858,read-2026,Reg 213 listen,23,14,hear — the son commanded to receptive listening,action,ABSENT,NONE,my son (the addressed learner),heeding the father's instruction (an imperative of the will's attention),instruction (father's),person,NONE,ABSENT,ABSENT,ABSENT,set against the fool's despising — the son hears where the fool refuses,ABSENT,the imperative shama is the countermove to the fool's buz in the same passage: obedient listening vs contempt. Read as characteristic (the receptive-attentive operation).,absent,characteristic,internal:ib-state,ABSENT,"Pro 1:8 Hear , my son , your father’s instruction , and forsake not your mother’s teaching ,"
H4148:instruction#264857,264857,20,1,Pro 1:8,OT,poetic/wisdom,3704,0,H4148H H9020,H4148,HNcmsc HSp1bs,noun,,instruction,,,none,H4148:instruction,instruction,discipline,"instruction as moral discipline — correction that shapes the inner person | instruction in wise dealing — discipline received, now specified by its fruit | instruction/discipline — despised alongside wisdom | the father's instruction — parental discipline to be heeded | instruction — to be taken over silver | instruction — among the goods to be bought and kept | lesson learned — the instruction drawn from reflection",instruction,wisdom-folly-teaching,,,264712|264800|264853|268457|265592|265882,read-2026,IB:discipline,1,7,the father's instruction — parental discipline to be heeded,disposition,ABSENT,NONE,the son who receives it,"the father's shaping discipline, the object of the son's hearing",NONE,none,NONE,ABSENT,ABSENT,ABSENT,paired with the mother's teaching (torah) in the parallel line,ABSENT,"musar here is CONCRETE and relational — a father's discipline (not abstract), the thing the son's shama takes in; the target-endpoint of 264854.",present,characteristic,internal:ib-state,ABSENT,"Pro 1:8 Hear , my son , your father’s instruction , and forsake not your mother’s teaching ,"
H2580:graceful#264864,264864,20,1,Pro 1:9,OT,poetic/wisdom,3705,1,H2580,H2580,HNcmsa,noun,,graceful,,,none,H2580:graceful,graceful,favor,"grace — the favor and beauty heeded instruction confers, a garland of grace | grace — the graceful garland Wisdom sets on the head | grace — the charm of the wife, a graceful doe",graceful,grace-mercy-compassion,,,267943|267992,read-2026,Reg 68 grace,9,3,"grace — the favor and beauty heeded instruction confers, a garland of grace",effect,ABSENT,NONE,the son who heeds,the grace/favor that adorns the one who receives the parents' teaching,NONE,none,NONE,ABSENT,ABSENT,ABSENT,the fruit of hearing (1:8): obedience wears as grace and honour,ABSENT,"chen here is an EFFECT, not an operation: the inner honour/favour that received discipline confers, imaged as an ornament. The metaphor (garland, pendants) grounds an interior good in adornment.",present,characteristic,internal:ib-state,ABSENT,Pro 1:9 for they are a graceful garland for your head and pendants for your neck .
H2400:sinner#264644,264644,20,1,Pro 1:10,OT,poetic/wisdom,3706,1,H2400 H9031,H2400,HAampa HSp2ms,adjective,,sinners,,,none,H2400:sinner,sinners,sinner,"sinners — those whose settled bent is to sin, here as enticers | sin — the sinners whom disaster pursues | the wicked — envied for their ease, not to be",sinners,sin-guilt-iniquity,,,263220|265547,read-2026,Reg 147 sin,1,3,"sinners — those whose settled bent is to sin, here as enticers",disposition,ABSENT,NONE,the sinners,the sinful who entice the son to join them,the son they seek to draw in,person,NONE,ABSENT,ABSENT,ABSENT,set against the son's refusal to consent,ABSENT,chatta = persons defined by sin; the danger the book warns of is not abstract evil but sinful companions who ENTICE. The threat is relational/social.,present,characteristic,internal:ib-state,ABSENT,"Pro 1:10 My son , if sinners entice you, do not consent ."
H0014:consent#264647,264647,20,1,Pro 1:10,OT,poetic/wisdom,3706,1,H0014,H0014,HVqj2ms,verb,Qal,consent,,,none,H0014:consent,consent,be willing,to consent — the will's yielding; here commanded NOT to yield,consent,rebellion-stubbornness,,,,read-2026,Reg 173 will,3,1,to consent — the will's yielding; here commanded NOT to yield,volition,ABSENT,NONE,my son (the addressed will),the act of the will refusing to yield to enticement (avah negated),NONE,none,NONE,ABSENT,ABSENT,ABSENT,the counter-move to the sinners' enticement — will against pull,ABSENT,avah is the WILL itself — the decisive inner faculty. The book's first ethical command targets not knowledge but volition: 'do not consent.' Prohibition present (the negated will) though not a separate 113 here.,present,characteristic,internal:ib-state,ABSENT,"Pro 1:10 My son , if sinners entice you, do not consent ."
H5355:innocent#264655,264655,20,1,Pro 1:11,OT,poetic/wisdom,3707,1,H5355A H9005,H5355,HAamsa HR,adjective,,innocent,,,none,H5355:innocent,innocent,innocent,"the innocent — the guiltless one, blameless of any provocation | innocence — the innocent whose blood is shed",innocent,righteousness-integrity,,,268135,read-2026,IB:innocent,1,2,"the innocent — the guiltless one, blameless of any provocation",state,ABSENT,NONE,the guiltless victim,"the innocent standing guiltless, made the object of an unprovoked ambush",NONE,none,NONE,ABSENT,ABSENT,ABSENT,paired with 'without reason' (chinnam) — innocence stressed by the lack of any cause,ABSENT,"naqi is the moral state of the VICTIM — guiltlessness — surfaced only to be violated 'without reason'. The read holds the innocence as a real inner state, not merely a plot-detail; the wickedness is that it targets the blameless.",present,characteristic,internal:ib-state,ABSENT,"Pro 1:11 If they say , “ Come with us, let us lie in wait for blood ; let us ambush the innocent without reason ;"
H7451:evil#264683,264683,20,1,Pro 1:16,OT,poetic/wisdom,3709,1,H7451B H9005 H9028,H7451,HAamsa HRd HSp3mp,adjective,,evil,,,none,H7451:evil,evil,bad: harmful; distress: harm; distress: evil; bad: evil,evil — the moral wrong the wicked eagerly pursue | evil — the way from which one is delivered | evil — the doing in which they rejoice | evil — its perverseness their delight | evil — to be turned away from | evil — the evildoers whose way is not to be walked | evil — that from which the foot is to be turned | evil — what the perverse heart continually devises | evil — the destination the feet run to | evil — the evil woman from whom the teaching preserves,evil,wickedness-ungodliness,,,266952|266966|266969|267745|267803|267893|268118|268144|268183|262770|262832|262941|263373|263733|263956|263987|264092|264094|308561|265704|302396|302580|266909,read-2026,Reg 57 evil,1,24,evil — the moral wrong the wicked eagerly pursue,disposition,ABSENT,NONE,the wicked ('their feet'),running to evil — the inner bent that hurries the whole person toward wrong and bloodshed,NONE,none,eager haste ('make haste to shed blood'),ABSENT,ABSENT,ABSENT,welded to bloodshed — evil here is not abstract but issues in violence,ABSENT,"the feet 'run' — evil is figured as a bent that MOVES the person, an eager momentum toward wrong. Manner (haste) is marked here where most chars leave 108 none: the wicked's speed toward evil is the point.",absent,characteristic,internal:ib-state,ABSENT,"Pro 1:16 for their feet run to evil , and they make haste to shed blood ."
H5315:liv#264699,264699,20,1,Pro 1:18,OT,poetic/wisdom,3710,1,H5315H H9005,H5315,HNcfpc HR,noun,,lives,,,none,H5315:liv,lives,soul: appetite; soul; soul: life; soul: myself; soul: person; soul: animal; soul: dead; soul: neck,their own lives/selves — the very self the ambush recoils upon | lives — saved by the truthful witness,lives,inner-seat-heart-soul-spirit,,,263427,read-2026,Reg 182 Soul,1,2,their own lives/selves — the very self the ambush recoils upon,state,ABSENT,NONE,the greedy ambushers,"the self against which the plotters, unknowing, set their own ambush",NONE,none,NONE,ABSENT,ABSENT,ABSENT,paired with 'their own blood' — the self and its life-blood are what they truly hunt,ABSENT,"nephesh here is the self/life turned into its own victim — the moral irony: violence plotted outward closes on the plotter's own soul. Read as characteristic (the self at stake), not a mere qualifier.",present,characteristic,internal:ib-state,ABSENT,Pro 1:18 but these men lie in wait for their own blood ; they set an ambush for their own lives .
H1214:greedy#264703,264703,20,1,Pro 1:19,OT,poetic/wisdom,3710,0,H1214I,H1214,HVqrmsa,verb,Qal,greedy,,,none,H1214:greedy,greedy,to cut off: to gain,greed — the covetous grasping after unjust gain that cuts one off,greedy,wealth-poverty-riches,,,,read-2026,emergent-read-2026,1,1,greed — the covetous grasping after unjust gain that cuts one off,disposition,ABSENT,NONE,everyone greedy for unjust gain,"greedily grasping unjust gain — the bent that seizes and, in seizing, destroys the self",NONE,none,NONE,ABSENT,ABSENT,ABSENT,welded to the loss of life/nephesh (1:19) — greed takes away the life of its possessor,ABSENT,EMERGENT: batsa (to cut off / be greedy for gain) is the DRIVER of the whole 1:10-19 unit — the covetous grasping the chapter warns against; it names the inner root of the violence. Seed-missed; recovered on the cycle check. Descent read at full weight.,present,characteristic,internal:ib-state,ABSENT,Pro 1:19 Such are the ways of everyone who is greedy for unjust gain ; it takes away the life of its possessors .
