"reference","position","surface","strong_variant","morph_code"
"Jer 51:2","8","land","H0853","HTo"
"Jer 51:60","6","all","H0853","HTo"
"Jer 51:60","14","all","H0853","HTo"
"Eze 14:22","18","ways","H0853","HTo"
"Eze 14:22","21","deeds","H0853","HTo"
"Eze 14:22","33","all","H0853","HTo"
"Dan 9:12","2","words","H0853","HTo"
"Dan 9:13","7","all","H0853","HTo"
"Jon 3:10","4","they did","H0853","HTo"
"Exo 29:2","16","them","H0853","HTo"
"Num 7:19","2","offering","H0853","HTo"
"Num 4:13","3","altar","H0853","HTo"
"Gen 28:18","7","stone","H0853","HTo"
"Gen 28:18","14","pillar","H0853","HTo"
"Exo 29:7","4","oil","H0853","HTo"
"Exo 29:7","10","him","H0853","HTo"
"Lev 2:6","2","pieces","H0853","HTo"
"Lev 8:12","11","consecrate","H0853","HTo"
"Lev 8:15","5","blood","H0853","HTo"
"Lev 8:15","18","altar","H0853","HTo"
"Lev 8:15","22","blood","H0853","HTo"
"Lev 9:9","5","blood","H0853","HTo"
"Lev 9:9","21","blood","H0853","HTo"
"Lev 21:10","20","wear","H0853","HTo"
"Lev 21:10","24","garments","H0853","HTo"
"Lev 21:10","26","head","H0853","HTo"
"Num 5:15","4","wife","H0853","HTo"
"Num 5:15","11","offering","H0853","HTo"
"1Sa 10:1","3","flask","H0853","HTo"
"1Ki 18:33","2","wood","H0853","HTo"
"1Ki 18:33","7","bull","H0853","HTo"
"2Ki 3:11","10","Lord","H0853","HTo"
"2Ki 3:11","17","answered","H0853","HTo"
"Exo 28:41","2","Aaron","H0853","HTo"
"Exo 28:41","4","Aaron","H0853","HTo"
"Exo 28:41","8","sons","H0853","HTo"
"Exo 28:41","15","ordain","H0853","HTo"
"Exo 28:41","18","consecrate","H0853","HTo"
"Exo 28:41","24","priests","H0853","HTo"
"Exo 29:36","21","consecrate","H0853","HTo"
"Exo 30:26","4","tent","H0853","HTo"
"Exo 30:26","7","ark","H0853","HTo"
"Exo 30:30","3","Aaron","H0853","HTo"
"Exo 30:30","6","sons","H0853","HTo"
"Exo 30:30","13","priests","H0853","HTo"
"Exo 40:9","4","oil","H0853","HTo"
"Exo 40:9","8","tabernacle","H0853","HTo"
"Exo 40:9","10","all","H0853","HTo"
"Exo 40:9","17","all","H0853","HTo"
"Exo 40:9","19","all","H0853","HTo"
"Exo 40:10","2","altar","H0853","HTo"
"Exo 40:10","6","all","H0853","HTo"
"Exo 40:10","13","altar","H0853","HTo"
"Exo 40:11","3","basin","H0853","HTo"
"Exo 40:11","5","stand","H0853","HTo"
"Exo 40:11","9","it","H0853","HTo"
"Exo 40:13","2","Aaron","H0853","HTo"
"Exo 40:13","6","garments","H0853","HTo"
"Exo 40:13","9","consecrate","H0853","HTo"
"Exo 40:13","14","priest","H0853","HTo"
"Exo 40:15","3","as","H0853","HTo"
"Exo 40:15","7","father","H0853","HTo"
"Lev 6:20","14","tenth","H0853","HTo"
"Lev 7:36","8","people","H0853","HTo"
"Lev 8:10","5","oil","H0853","HTo"
"Lev 8:10","9","tabernacle","H0853","HTo"
"Lev 8:10","11","all","H0853","HTo"
"Lev 8:10","17","them","H0853","HTo"
"Lev 8:11","11","altar","H0853","HTo"
"Lev 8:11","13","all","H0853","HTo"
"Lev 8:11","19","basin","H0853","HTo"
"Lev 8:11","22","stand","H0853","HTo"
"Lev 16:32","5","consecrated","H0853","HTo"
"Lev 16:32","12","priest","H0853","HTo"
"Lev 16:32","25","garments","H0853","HTo"
"Num 7:1","9","tabernacle","H0853","HTo"
"Num 7:1","12","consecrated","H0853","HTo"
"Num 7:1","15","all","H0853","HTo"
"Num 7:1","17","all","H0853","HTo"
"Num 7:1","24","consecrated","H0853","HTo"
"Num 7:1","29","altar","H0853","HTo"
"Num 7:1","32","all","H0853","HTo"
"Num 7:10","4","dedication","H0853","HTo"
"Num 7:10","13","offered","H0853","HTo"
"Num 7:10","16","offering","H0853","HTo"
"Num 7:84","8","chiefs","H0853","HTo"
"Num 7:88","23","it","H0853","HTo"
"Num 35:25","5","manslayer","H0853","HTo"
"Num 35:25","13","congregation","H0853","HTo"
"Num 35:25","39","oil","H0853","HTo"
"Judg 9:15","13","king","H0853","HTo"
"Judg 9:15","32","cedars","H0853","HTo"
"1Sa 9:16","20","people","H0853","HTo"
"1Sa 9:16","30","people","H0853","HTo"
"1Sa 15:1","6","sent","H0853","HTo"
"1Sa 16:3","10","what","H0853","HTo"
"1Sa 16:3","16","whom","H0853","HTo"
"1Sa 16:13","3","horn","H0853","HTo"
"1Sa 16:13","9","midst","H0853","HTo"
"2Sa 2:4","6","David","H0853","HTo"
"2Sa 2:4","23","Saul","H0853","HTo"
"2Sa 2:7","19","anointed","H0853","HTo"
"2Sa 5:3","23","David","H0853","HTo"
"2Sa 5:17","3","David","H0853","HTo"
"2Sa 5:17","16","David","H0853","HTo"
"2Sa 19:10","19","king","H0853","HTo"
"1Ki 1:34","1","Zadok","H0853","HTo"
"1Ki 1:39","5","horn","H0853","HTo"
"1Ki 1:39","13","Solomon","H0853","HTo"
"1Ki 1:45","1","Zadok","H0853","HTo"
"1Ki 5:1","5","servants","H0853","HTo"
"1Ki 5:1","13","anointed","H0853","HTo"
"1Ki 19:15","15","Hazael","H0853","HTo"
"1Ki 19:16","1","Jehu","H0853","HTo"
"1Ki 19:16","11","Elisha","H0853","HTo"
"2Ki 11:12","4","son","H0853","HTo"
"2Ki 11:12","9","crown","H0853","HTo"
"2Ki 11:12","13","testimony","H0853","HTo"
"2Ki 11:12","17","anointed","H0853","HTo"
"2Ki 23:30","20","Jehoahaz","H0853","HTo"
"2Ki 23:30","25","made him king","H0853","HTo"
"2Ki 23:30","30","place","H0853","HTo"
"1Ch 11:3","21","David","H0853","HTo"
"1Ch 14:8","16","David","H0853","HTo"
"2Ch 22:7","28","house","H0853","HTo"
"2Ch 23:11","4","son","H0853","HTo"
"2Ch 23:11","10","crown","H0853","HTo"
"2Ch 23:11","13","testimony","H0853","HTo"
"2Ch 23:11","21","anointed","H0853","HTo"
"Isa 61:1","10","good news","H0853","HTo"
"Exo 29:29","20","them","H0853","HTo"
"Exo 30:25","4","oil","H0853","HTo"
"Exo 31:11","3","oil","H0853","HTo"
"Exo 31:11","8","incense","H0853","HTo"
"Exo 35:15","1","altar","H0853","HTo"
"Exo 35:15","6","poles","H0853","HTo"
"Exo 35:15","12","oil","H0853","HTo"
"Exo 35:15","17","incense","H0853","HTo"
"Exo 35:15","20","screen","H0853","HTo"
"Exo 35:28","2","spices","H0853","HTo"
"Exo 35:28","6","oil","H0853","HTo"
"Exo 37:29","5","oil","H0853","HTo"
"Exo 37:29","10","incense","H0853","HTo"
"Exo 39:38","3","altar","H0853","HTo"
"Exo 39:38","8","oil","H0853","HTo"
"Exo 39:38","13","incense","H0853","HTo"
"Exo 39:38","16","screen","H0853","HTo"
"Lev 7:35","15","priests","H0853","HTo"
"Lev 8:2","2","Aaron","H0853","HTo"
"Lev 8:2","4","sons","H0853","HTo"
"Lev 8:2","11","garments","H0853","HTo"
"Lev 8:2","16","oil","H0853","HTo"
"Lev 8:2","19","bull","H0853","HTo"
"Lev 8:2","24","two","H0853","HTo"
"Lev 8:2","29","basket","H0853","HTo"
"Lev 8:30","33","Aaron","H0853","HTo"
"Lev 8:30","35","garments","H0853","HTo"
"Lev 8:30","38","sons","H0853","HTo"
"Lev 8:30","44","garments","H0853","HTo"
"Lev 21:12","10","sanctuary","H0853","HTo"
"Num 18:8","11","charge","H0853","HTo"
"Lev 4:5","11","tent","H0853","HTo"
"Lev 6:22","14","decreed","H0853","HTo"
"1Sa 12:3","13","ox","H0853","HTo"
"1Sa 12:3","20","whom","H0853","HTo"
"1Sa 12:3","24","Whom","H0853","HTo"
"1Sa 16:6","6","Eliab","H0853","HTo"
"1Sa 24:6","13","thing","H0853","HTo"
"1Sa 24:10","11","gave","H0853","HTo"
"1Sa 26:11","18","spear","H0853","HTo"
"1Sa 26:11","23","jar","H0853","HTo"
"1Sa 26:16","31","jar","H0853","HTo"
"1Sa 26:23","6","righteousness","H0853","HTo"
"1Sa 26:23","9","faithfulness","H0853","HTo"
"2Sa 1:14","15","anointed","H0853","HTo"
"2Sa 1:16","21","anointed","H0853","HTo"
"2Sa 19:21","15","anointed","H0853","HTo"
"Hab 3:13","8","anointed","H0853","HTo"
"Exo 27:20","4","people","H0853","HTo"
"Exo 35:14","1","lampstand","H0853","HTo"
"Exo 35:14","6","utensils","H0853","HTo"
"Exo 35:14","10","lamps","H0853","HTo"
"Exo 35:14","14","oil","H0853","HTo"
"Exo 39:37","2","lampstand","H0853","HTo"
"Exo 39:37","6","lamps","H0853","HTo"
"Exo 39:37","12","all","H0853","HTo"
"Exo 39:37","17","oil","H0853","HTo"
"Lev 2:2","28","memorial portion","H0853","HTo"
"Lev 2:16","4","memorial portion","H0853","HTo"
"Lev 5:11","16","offering","H0853","HTo"
"Lev 6:15","17","frankincense","H0853","HTo"
"Lev 14:12","7","male lambs","H0853","HTo"
"Lev 14:12","11","guilt offering","H0853","HTo"
"Lev 14:12","14","log","H0853","HTo"
"Lev 14:12","20","wave offering","H0853","HTo"
"Lev 14:16","7","finger","H0853","HTo"
"Lev 14:24","4","lamb","H0853","HTo"
"Lev 14:24","8","log","H0853","HTo"
"Lev 14:24","14","priest","H0853","HTo"
"Lev 24:2","2","people","H0853","HTo"
"Num 4:9","5","lampstand","H0853","HTo"
"Num 4:9","9","lamps","H0853","HTo"
"Num 4:9","13","tongs","H0853","HTo"
"Num 4:9","17","trays","H0853","HTo"
"Num 4:9","21","all","H0853","HTo"
"Num 11:8","16","cakes","H0853","HTo"
"1Ki 6:31","1","entrance","H0853","HTo"
"1Ki 6:32","18","gold","H0853","HTo"
"2Ki 4:7","11","oil","H0853","HTo"
"2Ki 4:7","14","debts","H0853","HTo"
"2Ki 20:13","7","all","H0853","HTo"
"2Ki 20:13","13","silver","H0853","HTo"
"2Ki 20:13","16","gold","H0853","HTo"
"2Ki 20:13","20","spices","H0853","HTo"
"2Ki 20:13","25","oil","H0853","HTo"
"2Ki 20:13","30","all","H0853","HTo"
"2Ki 20:13","35","storehouses","H0853","HTo"
"2Ch 11:11","2","fortresses","H0853","HTo"
"Isa 28:4","24","soon","H0853","HTo"
"Isa 39:2","8","house","H0853","HTo"
"Isa 39:2","12","silver","H0853","HTo"
"Isa 39:2","15","gold","H0853","HTo"
"Isa 39:2","19","spices","H0853","HTo"
"Isa 39:2","25","oil","H0853","HTo"
"Isa 39:2","28","whole","H0853","HTo"
"Isa 39:2","34","all","H0853","HTo"
"Eze 16:18","3","garments","H0853","HTo"
"Eze 46:14","21","flour","H0853","HTo"
"Eze 46:15","2","lamb","H0853","HTo"
"Eze 46:15","5","offering","H0853","HTo"
"Eze 46:15","9","oil","H0853","HTo"
"1Sa 10:2","35","care","H0853","HTo"
"Isa 57:11","1","Whom","H0853","HTo"
"Isa 57:11","8","not","H0853","HTo"
"Isa 57:11","25","not","H0853","HTo"
"Jer 38:19","10","Judeans","H0853","HTo"
"Jer 38:19","20","to them","H0853","HTo"
"Jer 42:16","12","land","H0853","HTo"
"Jos 22:24","11","time to come","H0853","HTo"
"Jer 30:10","21","offspring","H0853","HTo"
"Jer 46:27","19","offspring","H0853","HTo"
"Gen 5:3","16","Seth","H0853","HTo"
"Gen 5:6","9","Enosh","H0853","HTo"
"Gen 5:7","6","Enosh","H0853","HTo"
"Gen 5:9","6","Kenan","H0853","HTo"
"Gen 5:10","6","Kenan","H0853","HTo"
"Gen 5:12","6","Mahalalel","H0853","HTo"
"Gen 5:13","6","Mahalalel","H0853","HTo"
"Gen 5:15","9","Jared","H0853","HTo"
"Gen 5:16","6","Jared","H0853","HTo"
"Gen 5:18","11","Enoch","H0853","HTo"
"Gen 5:19","6","Enoch","H0853","HTo"
"Gen 5:21","8","Methuselah","H0853","HTo"
"Gen 5:25","11","Lamech","H0853","HTo"
"Gen 5:26","6","Lamech","H0853","HTo"
"Gen 5:30","6","Noah","H0853","HTo"
"Gen 11:11","6","Arpachshad","H0853","HTo"
"Gen 11:12","9","Shelah","H0853","HTo"
"Gen 11:13","6","Shelah","H0853","HTo"
"Gen 11:14","7","Eber","H0853","HTo"
"Gen 11:15","6","Eber","H0853","HTo"
"Gen 11:16","8","Peleg","H0853","HTo"
"Gen 11:17","6","Peleg","H0853","HTo"
"Gen 11:18","6","Reu","H0853","HTo"
"Gen 11:19","6","Reu","H0853","HTo"
"Gen 11:20","8","Serug","H0853","HTo"
"Gen 11:21","6","Serug","H0853","HTo"
"Gen 11:22","6","Nahor","H0853","HTo"
"Gen 11:23","6","Nahor","H0853","HTo"
"Gen 11:24","8","Terah","H0853","HTo"
"Gen 11:25","6","Terah","H0853","HTo"
"Gen 11:26","6","Abram","H0853","HTo"
"Gen 11:26","8","Nahor","H0853","HTo"
"Gen 11:26","10","Haran","H0853","HTo"
"Gen 12:12","2","Egyptians","H0853","HTo"
"Gen 12:12","13","live","H0853","HTo"
"Gen 12:12","15","live","H0853","HTo"
"Gen 19:32","2","father","H0853","HTo"
"Gen 19:34","13","father","H0853","HTo"
"Gen 27:40","8","brother","H0853","HTo"
"Gen 31:32","4","gods","H0853","HTo"
"Gen 42:18","15","God","H0853","HTo"
"Gen 45:27","4","all","H0853","HTo"
"Gen 45:27","14","wagons","H0853","HTo"
"Gen 45:27","25","revived","H0853","HTo"
"Gen 47:19","13","land","H0853","HTo"
"Gen 47:19","15","land","H0853","HTo"
"Exo 1:16","6","Hebrew women","H0853","HTo"
"Exo 1:16","16","daughter","H0853","HTo"
"Exo 1:17","5","God","H0853","HTo"
"Exo 1:17","18","children","H0853","HTo"
"Exo 1:18","14","children","H0853","HTo"
"Exo 33:20","6","face","H0853","HTo"
"Lev 18:5","2","statutes","H0853","HTo"
"Lev 18:5","5","rules","H0853","HTo"
"Lev 18:5","11","person","H0853","HTo"
"Num 4:19","13","most","H0853","HTo"
"Num 4:19","23","each","H0853","HTo"
"Num 14:38","11","land","H0853","HTo"
"Num 21:8","11","pole","H0853","HTo"
"Num 21:8","19","live","H0853","HTo"
"Num 21:9","15","anyone","H0853","HTo"
"Num 22:33","20","killed you","H0853","HTo"
"Num 22:33","23","live","H0853","HTo"
"Deu 4:1","16","do","H0853","HTo"
"Deu 4:1","24","land","H0853","HTo"
"Deu 5:24","8","glory","H0853","HTo"
"Deu 5:24","11","greatness","H0853","HTo"
"Deu 5:24","17","voice","H0853","HTo"
"Deu 5:33","2","walk","H0853","HTo"
"Deu 6:24","6","all","H0853","HTo"
"Deu 6:24","14","Lord","H0853","HTo"
"Deu 8:1","21","land","H0853","HTo"
"Deu 8:3","8","manna","H0853","HTo"
"Deu 16:20","8","land","H0853","HTo"
"Deu 19:5","28","neighbor","H0853","HTo"
"Deu 30:16","15","Lord","H0853","HTo"
"Deu 30:19","2","heaven","H0853","HTo"
"Deu 30:19","5","earth","H0853","HTo"
"Jos 2:13","2","father","H0853","HTo"
"Jos 2:13","5","mother","H0853","HTo"
"Jos 2:13","9","brothers","H0853","HTo"
"Jos 2:13","13","sisters","H0853","HTo"
"Jos 2:13","17","all","H0853","HTo"
"Jos 2:13","24","lives","H0853","HTo"
"Jos 6:17","29","messengers","H0853","HTo"
"Jos 6:25","1","Rahab","H0853","HTo"
"Jos 6:25","7","household","H0853","HTo"
"Jos 6:25","11","all","H0853","HTo"
"Jos 6:25","31","messengers","H0853","HTo"
"Jos 6:25","38","Jericho","H0853","HTo"
"Jos 14:10","7","as","H0853","HTo"
"Jos 14:10","23","word","H0853","HTo"
"Judg 8:19","12","not","H0853","HTo"
"Judg 8:19","15","you","H0853","HTo"
"Judg 15:19","4","hollow place","H0853","HTo"
"1Sa 27:9","4","land","H0853","HTo"
"2Sa 8:2","2","Moab","H0853","HTo"
"2Sa 8:2","9","ground","H0853","HTo"
"1Ki 20:31","35","life","H0853","HTo"
"2Ki 5:7","7","letter","H0853","HTo"
"2Ki 8:1","8","son","H0853","HTo"
"2Ki 8:5","8","dead","H0853","HTo"
"2Ki 8:5","14","son","H0853","HTo"
"2Ki 8:5","42","whom","H0853","HTo"
"2Ki 8:8","18","Lord","H0853","HTo"
"2Ki 8:8","21","saying","H0853","HTo"
"2Ki 10:19","39","worshipers","H0853","HTo"
"2Ki 13:21","8","band","H0853","HTo"
"2Ki 13:21","12","man","H0853","HTo"
"2Ki 18:32","6","land","H0853","HTo"
"2Ki 18:32","37","saying","H0853","HTo"
"1Ch 11:8","16","rest","H0853","HTo"
"Neh 4:2","29","stones","H0853","HTo"
"Neh 9:6","10","heaven","H0853","HTo"
"Neh 9:6","37","of them","H0853","HTo"
"Est 4:11","43","scepter","H0853","HTo"
"Job 42:16","10","sons","H0853","HTo"
"Job 42:16","13","sons","H0853","HTo"
"Ecc 11:8","13","days","H0853","HTo"
"Jer 27:12","16","necks","H0853","HTo"
"Jer 27:12","25","people","H0853","HTo"
"Jer 27:17","6","king","H0853","HTo"
"Eze 3:21","23","soul","H0853","HTo"
"Eze 13:19","2","people","H0853","HTo"
"Eze 18:19","21","all","H0853","HTo"
"Eze 18:19","24","surely","H0853","HTo"
"Eze 18:21","13","all","H0853","HTo"
"Eze 18:27","17","life","H0853","HTo"
"Eze 20:11","4","statutes","H0853","HTo"
"Eze 20:11","9","rules","H0853","HTo"
"Eze 20:11","12","which","H0853","HTo"
"Eze 20:11","16","person","H0853","HTo"
"Eze 37:14","8","in","H0853","HTo"
"Amo 5:6","2","Lord","H0853","HTo"
"Gen 23:8","13","dead","H0853","HTo"
"Deu 12:20","6","territory","H0853","HTo"
"Deu 24:15","23","cry","H0853","HTo"
"Jer 22:27","10","return","H0853","HTo"
"Jer 34:16","3","name","H0853","HTo"
"Jer 34:16","11","female","H0853","HTo"
"Jer 34:16","13","slaves","H0853","HTo"
"Jer 34:16","26","slaves","H0853","HTo"
"Jer 44:14","24","desire","H0853","HTo"
"Jer 50:19","2","Israel","H0853","HTo"
"Eze 24:25","13","stronghold","H0853","HTo"
"Eze 24:25","19","delight","H0853","HTo"
"Eze 24:25","24","desire","H0853","HTo"
"1Ki 13:30","2","body","H0853","HTo"
"Isa 31:1","29","Lord","H0853","HTo"
"Jer 23:1","5","sheep","H0853","HTo"
"Eze 34:2","24","not","H0853","HTo"
"Amo 5:18","4","day","H0853","HTo"
"Zec 2:6","16","declares","H0853","HTo"
"Deu 1:21","7","land","H0853","HTo"
"Jos 8:1","15","men","H0853","HTo"
"Jos 8:1","27","king","H0853","HTo"
"Jos 8:1","31","people","H0853","HTo"
"Jos 8:1","35","city","H0853","HTo"
"Jos 8:1","40","land","H0853","HTo"
"Jos 10:25","18","whom","H0853","HTo"
"1Sa 17:11","8","words","H0853","HTo"
"1Ch 22:13","8","statutes","H0853","HTo"
"1Ch 22:13","11","rules","H0853","HTo"
"1Ch 22:13","17","Moses","H0853","HTo"
"2Ch 20:17","11","salvation","H0853","HTo"
"Isa 9:4","2","yoke","H0853","HTo"
"Isa 9:4","6","staff","H0853","HTo"
"Jer 1:17","10","everything","H0853","HTo"
"Eze 3:9","12","nor","H0853","HTo"
"Gen 3:10","4","sound","H0853","HTo"
"Gen 20:8","17","things","H0853","HTo"
"Gen 21:17","3","voice","H0853","HTo"
"Gen 26:24","24","offspring","H0853","HTo"
"Gen 31:31","12","daughters","H0853","HTo"
"Gen 32:7","9","people","H0853","HTo"
"Gen 32:7","15","flocks","H0853","HTo"
"Gen 32:7","19","herds","H0853","HTo"
"Gen 42:35","20","bundles","H0853","HTo"
"Gen 43:18","30","servants","H0853","HTo"
"Gen 43:18","39","donkeys","H0853","HTo"
"Gen 43:23","28","Simeon","H0853","HTo"
"Gen 50:21","7","little ones","H0853","HTo"
"Gen 50:21","9","little ones","H0853","HTo"
"Gen 50:21","14","spoke","H0853","HTo"
"Exo 2:14","21","Egyptian","H0853","HTo"
"Exo 14:10","7","eyes","H0853","HTo"
"Exo 14:13","10","salvation","H0853","HTo"
"Exo 14:13","19","Egyptians","H0853","HTo"
"Exo 20:20","10","come","H0853","HTo"
"Exo 34:30","7","Moses","H0853","HTo"
"Num 14:9","10","people","H0853","HTo"
"Num 21:34","11","all","H0853","HTo"
"Num 21:34","13","all","H0853","HTo"
"Num 21:34","18","land","H0853","HTo"
"Num 21:34","23","as","H0853","HTo"
"Deu 1:19","5","all","H0853","HTo"
"Deu 1:19","28","came","H0853","HTo"
"Deu 2:4","3","people","H0853","HTo"
"Deu 3:2","7","for","H0853","HTo"
"Deu 3:2","12","all","H0853","HTo"
"Deu 3:2","14","all","H0853","HTo"
"Deu 3:2","19","land","H0853","HTo"
"Deu 5:5","16","word","H0853","HTo"
"Deu 7:18","9","did","H0853","HTo"
"Deu 28:58","6","all","H0853","HTo"
"Deu 28:58","29","name","H0853","HTo"
"Deu 28:58","31","Lord","H0853","HTo"
"Jos 9:24","3","Joshua","H0853","HTo"
"Jos 9:24","13","commanded","H0853","HTo"
"Jos 9:24","18","Moses","H0853","HTo"
"Jos 9:24","27","land","H0853","HTo"
"Jos 9:24","33","inhabitants","H0853","HTo"
"Jos 9:24","52","thing","H0853","HTo"
"Jos 11:6","19","slain","H0853","HTo"
"Jos 11:6","27","horses","H0853","HTo"
"Jos 11:6","31","chariots","H0853","HTo"
"Judg 6:27","19","family","H0853","HTo"
"Judg 6:27","23","men","H0853","HTo"
"Judg 8:20","11","not","H0853","HTo"
"1Sa 3:15","7","doors","H0853","HTo"
"1Sa 3:15","17","vision","H0853","HTo"
"1Sa 12:20","10","all","H0853","HTo"
"1Sa 12:20","23","Lord","H0853","HTo"
"1Sa 14:26","24","oath","H0853","HTo"
"1Sa 15:24","8","commandment","H0853","HTo"
"1Sa 15:24","11","words","H0853","HTo"
"1Sa 15:24","18","people","H0853","HTo"
"1Sa 17:24","9","man","H0853","HTo"
"1Sa 18:29","11","David’s","H0853","HTo"
"1Sa 21:12","6","words","H0853","HTo"
"1Sa 22:23","10","life","H0853","HTo"
"1Sa 22:23","14","life","H0853","HTo"
"1Sa 28:5","3","army","H0853","HTo"
"1Sa 31:4","37","sword","H0853","HTo"
"2Sa 3:11","7","Abner","H0853","HTo"
"2Sa 3:11","12","him","H0853","HTo"
"2Sa 6:9","3","Lord","H0853","HTo"
"2Sa 9:7","21","all","H0853","HTo"
"2Sa 10:19","21","Ammonites","H0853","HTo"
"2Sa 13:28","4","servants","H0853","HTo"
"2Sa 13:28","20","Amnon","H0853","HTo"
"2Sa 13:28","23","not","H0853","HTo"
"2Sa 13:28","32","courageous","H0853","HTo"
"2Sa 14:15","9","this","H0853","HTo"
"2Sa 14:15","34","request","H0853","HTo"
"1Ki 1:51","10","King","H0853","HTo"
"1Ki 1:51","31","servant","H0853","HTo"
"1Ki 8:43","24","name","H0853","HTo"
"1Ki 8:43","30","people","H0853","HTo"
"2Ki 17:25","9","Lord","H0853","HTo"
"2Ki 17:25","16","lions","H0853","HTo"
"2Ki 17:28","15","fear","H0853","HTo"
"2Ki 17:28","19","Lord","H0853","HTo"
"2Ki 17:36","1","fear","H0853","HTo"
"2Ki 17:36","6","Lord","H0853","HTo"
"2Ki 17:36","11","land","H0853","HTo"
"2Ki 17:37","2","statutes","H0853","HTo"
"2Ki 17:37","6","rules","H0853","HTo"
"2Ki 17:39","5","Lord","H0853","HTo"
"2Ki 17:39","12","hand","H0853","HTo"
"2Ki 19:6","26","me","H0853","HTo"
"2Ki 25:24","22","king","H0853","HTo"
"1Ch 10:4","35","sword","H0853","HTo"
"1Ch 13:12","4","God","H0853","HTo"
"1Ch 13:12","16","ark","H0853","HTo"
"2Ch 20:3","4","face","H0853","HTo"
"2Ch 32:18","23","city","H0853","HTo"
"Neh 4:14","22","Lord","H0853","HTo"
"Neh 6:9","6","thinking","H0853","HTo"
"Neh 6:9","22","hands","H0853","HTo"
"Neh 6:14","25","me","H0853","HTo"
"Job 32:6","22","you","H0853","HTo"
"Isa 8:12","17","fear","H0853","HTo"
"Isa 37:6","26","me","H0853","HTo"
"Jer 3:8","13","decree","H0853","HTo"
"Jer 26:21","13","words","H0853","HTo"
"Jer 40:9","25","king","H0853","HTo"
"Jer 41:18","15","Gedaliah","H0853","HTo"
"Jer 42:11","27","deliver","H0853","HTo"
"Jer 42:11","32","hand","H0853","HTo"
"Jer 46:28","25","not","H0853","HTo"
"Dan 10:12","15","heart","H0853","HTo"
"Jon 1:5","11","cargo","H0853","HTo"
"Hag 2:5","3","covenant","H0853","HTo"
"Zec 8:13","16","blessing","H0853","HTo"
"Zec 8:15","10","Jerusalem","H0853","HTo"
"Zec 8:15","12","house","H0853","HTo"
"Mal 4:5","6","Elijah","H0853","HTo"
"Exo 1:21","7","God","H0853","HTo"
"Exo 14:31","6","power","H0853","HTo"
"Exo 14:31","16","Lord","H0853","HTo"
"Exo 34:10","33","work","H0853","HTo"
"Lev 19:3","10","Sabbaths","H0853","HTo"
"Lev 19:30","3","Sabbaths","H0853","HTo"
"Lev 25:17","5","another","H0853","HTo"
"Lev 26:2","3","Sabbaths","H0853","HTo"
"Deu 4:10","20","people","H0853","HTo"
"Deu 4:10","24","words","H0853","HTo"
"Deu 4:10","32","all","H0853","HTo"
"Deu 4:10","46","children","H0853","HTo"
"Deu 5:29","7","always","H0853","HTo"
"Deu 5:29","16","keep","H0853","HTo"
"Deu 6:2","3","Lord","H0853","HTo"
"Deu 6:2","17","all","H0853","HTo"
"Deu 6:13","1","Lord","H0853","HTo"
"Deu 6:13","6","serve","H0853","HTo"
"Deu 8:6","2","commandments","H0853","HTo"
"Deu 8:6","14","him","H0853","HTo"
"Deu 10:12","16","Lord","H0853","HTo"
"Deu 10:12","31","serve","H0853","HTo"
"Deu 10:12","34","Lord","H0853","HTo"
"Deu 10:20","3","Lord","H0853","HTo"
"Deu 10:20","6","serve","H0853","HTo"
"Deu 10:21","15","great","H0853","HTo"
"Deu 10:21","18","terrifying","H0853","HTo"
"Deu 13:4","6","fear","H0853","HTo"
"Deu 13:4","12","commandments","H0853","HTo"
"Deu 13:4","20","serve","H0853","HTo"
"Deu 14:23","35","Lord","H0853","HTo"
"Deu 17:19","15","Lord","H0853","HTo"
"Deu 17:19","21","all","H0853","HTo"
"Deu 17:19","31","statutes","H0853","HTo"
"Deu 31:12","3","people","H0853","HTo"
"Deu 31:12","26","Lord","H0853","HTo"
"Deu 31:12","33","all","H0853","HTo"
"Deu 31:13","11","Lord","H0853","HTo"
"Deu 31:13","28","Jordan","H0853","HTo"
"Jos 4:14","7","Joshua","H0853","HTo"
