family,cluster,strong,stepGloss
destruction-ruin-devastation,M10,G0092,crime
destruction-ruin-devastation,M10,G0684,destruction
destruction-ruin-devastation,M10,G0763,ungodlinessness
destruction-ruin-devastation,M10,G1777,liable for
destruction-ruin-devastation,M10,G2506,destruction
destruction-ruin-devastation,M10,G4106,error
destruction-ruin-devastation,M10,G4467,crime
destruction-ruin-devastation,M10,G4485,destruction
destruction-ruin-devastation,M10,H0008,destruction
destruction-ruin-devastation,M10,H0010,destruction
destruction-ruin-devastation,M10,H0012,destruction
destruction-ruin-devastation,M10,H0013,destruction
destruction-ruin-devastation,M10,H2248,crime
destruction-ruin-devastation,M10,H2256D,destruction
destruction-ruin-devastation,M10,H2475,destruction
destruction-ruin-devastation,M10,H4879,error
destruction-ruin-devastation,M10,H4889,destruction
destruction-ruin-devastation,M10,H4892,destruction
destruction-ruin-devastation,M10,H5627,revolt
destruction-ruin-devastation,M10,H6986,destruction
destruction-ruin-devastation,M10,H6987,destruction
destruction-ruin-devastation,M10,H7691,error
destruction-ruin-devastation,M10,H8399,destruction
destruction-ruin-devastation,M10,H8417,error
destruction-ruin-devastation,M10,H8442,error
destruction-ruin-devastation,M27,G2050,devastation
destruction-ruin-devastation,M27,G2679,to ruin
destruction-ruin-devastation,M27,G2692,ruin
destruction-ruin-devastation,M27,G4938,ruin
destruction-ruin-devastation,M27,H3589,ruin
destruction-ruin-devastation,M27,H3832,to ruin
destruction-ruin-devastation,M27,H4072,ruin
destruction-ruin-devastation,M27,H4654A,ruin
destruction-ruin-devastation,M27,H4654B,ruin
destruction-ruin-devastation,M27,H4923,devastation
destruction-ruin-devastation,M27,H5754,ruin
destruction-ruin-devastation,M27,H5856,ruin
destruction-ruin-devastation,M27,H7591,ruin
destruction-ruin-devastation,M27,H7612,devastation
destruction-ruin-devastation,M27,H7703,to ruin
destruction-ruin-devastation,M27,H7722B,devastation
destruction-ruin-devastation,M27,H7843,to ruin
destruction-ruin-devastation,M27,H8077A,devastation
destruction-ruin-devastation,M27,H8395,ruin
truth-sincerity-certainty,M13,G0278,irrevocable
truth-sincerity-certainty,M13,G0573,sound
truth-sincerity-certainty,M13,G0858,sincerity
truth-sincerity-certainty,M13,G0950,to confirm
truth-sincerity-certainty,M13,G0951,confirmation
truth-sincerity-certainty,M13,G1505,sincerity
truth-sincerity-certainty,M13,G2117,Straight
truth-sincerity-certainty,M13,G2279,sound
truth-sincerity-certainty,M13,G3718,to cut straight
truth-sincerity-certainty,M13,G4537,to sound a trumpet
truth-sincerity-certainty,M13,G5353,sound
truth-sincerity-certainty,M13,G8546,be straight up
truth-sincerity-certainty,M13,H0548,sure
truth-sincerity-certainty,M13,H1998,sound
truth-sincerity-certainty,M13,H3330,certain
truth-sincerity-certainty,M13,H5228,straightforward
truth-sincerity-certainty,M13,H6422,certain
truth-sincerity-certainty,M13,H8088A,sound
truth-sincerity-certainty,M13,H8626,be straight
truth-sincerity-certainty,M13,H8627,to confirm
madness-recklessness-insanity,M16,G3105,to rave
madness-recklessness-insanity,M16,G3130,insanity
madness-recklessness-insanity,M16,G3912,be insane
madness-recklessness-insanity,M16,G3913,insanity
madness-recklessness-insanity,M16,H1947,madness
madness-recklessness-insanity,M16,H1948,madness
madness-recklessness-insanity,M16,H2031,fantasies
madness-recklessness-insanity,M16,H6348,be reckless
madness-recklessness-insanity,M16,H6349,recklessness
madness-recklessness-insanity,M16,H6350,recklessness
madness-recklessness-insanity,M16,H7696,be mad
madness-recklessness-insanity,M16,H7697,madness
fasting-piety-intercession,M21,G0776,fasting
fasting-piety-intercession,M21,G0777,fasting
fasting-piety-intercession,M21,G1783,intercession
fasting-piety-intercession,M21,G2150,piety
fasting-piety-intercession,M21,G2151,to show piety
fasting-piety-intercession,M21,G3521,fasting
fasting-piety-intercession,M21,G3523,fasting
fasting-piety-intercession,M21,G4319,to beg
fasting-piety-intercession,M21,G5377,God-loving
fasting-piety-intercession,M21,H2470B,to beg
fasting-piety-intercession,M21,H2908,fasting
fasting-piety-intercession,M21,H8589,fasting
glory-honor-splendor,M22,G0514,worthy
glory-honor-splendor,M22,G2016,glorious
glory-honor-splendor,M22,G2165,to celebrate
glory-honor-splendor,M22,G5091,to honor
glory-honor-splendor,M22,G5092,honor
glory-honor-splendor,M22,H0142,be glorious
glory-honor-splendor,M22,H1420,greatness
glory-honor-splendor,M22,H1433,greatness
glory-honor-splendor,M22,H1921,to honor
glory-honor-splendor,M22,H1922,to honor
glory-honor-splendor,M22,H1923,honor
glory-honor-splendor,M22,H1927,adornment
glory-honor-splendor,M22,H1935,splendor
glory-honor-splendor,M22,H2122,splendor
glory-honor-splendor,M22,H2287,to celebrate
glory-honor-splendor,M22,H3314,splendor
glory-honor-splendor,M22,H3367,honor
glory-honor-splendor,M22,H3513I,to honor: many
glory-honor-splendor,M22,H3520A,glorious
glory-honor-splendor,M22,H5082,honor
glory-honor-splendor,M23,H4768,greatness
glory-honor-splendor,M26,G0515,to deem worthy
release-relinquish-reconcile,M11,G0402,to leave
release-relinquish-reconcile,M11,G0525,to release
release-relinquish-reconcile,M11,G0580,deprivation
release-relinquish-reconcile,M11,G0620,to leave
release-relinquish-reconcile,M11,G0630G,to release: release
release-relinquish-reconcile,M11,G0657,to leave
release-relinquish-reconcile,M11,G0672,to leave
release-relinquish-reconcile,M11,G0863G,to release: leave
release-relinquish-reconcile,M11,G0863I,to release: permit
release-relinquish-reconcile,M11,G0868,to leave
release-relinquish-reconcile,M11,G3332,to leave
release-relinquish-reconcile,M11,G5275,to leave
release-relinquish-reconcile,M11,H5203,to leave
release-relinquish-reconcile,M11,H5800H,to leave: neglect
release-relinquish-reconcile,M11,H8058,to release
UNASSIGNED,M01,G0318,necessity
UNASSIGNED,M01,G2347,pressure
UNASSIGNED,M01,G4730,hardship
UNASSIGNED,M01,H2750,burning
UNASSIGNED,M01,H4164,constraint
UNASSIGNED,M01,H4867,wave
UNASSIGNED,M01,H6125,pressure
UNASSIGNED,M01,H8175B,to storm
UNASSIGNED,M01,H8539,to astounded
UNASSIGNED,M02,G0024,indignation
UNASSIGNED,M02,H0888,be displeased
UNASSIGNED,M02,H2195,indignation
UNASSIGNED,M02,H2750,burning
T2-generic-nonIB,M02,H4809G,Meribah
T2-generic-nonIB,M02,H4809H,Meribah
UNASSIGNED,M02,H7015,dirge
UNASSIGNED,M02,H7110B,splinter
UNASSIGNED,M02,H7111,splinter
UNASSIGNED,M03,G0928G,to torture: torture
UNASSIGNED,M03,G0930,torturer
UNASSIGNED,M03,G4087,to embitter
UNASSIGNED,M03,G4192,travail
T2-generic-nonIB,M03,H0061,truly
UNASSIGNED,M03,H2254C,be in labour
T2-generic-nonIB,M03,H2256M,cord
T2-generic-nonIB,M03,H3499B,cord
T2-generic-nonIB,M03,H4340,cord
UNASSIGNED,M03,H5076,tossing
T2-generic-nonIB,M03,H5688,cord
T2-generic-nonIB,M03,H6616,cord
UNASSIGNED,M03,H6735C,pang
T2-generic-nonIB,M03,H6957A,cord
T2-generic-nonIB,M03,H8615A,cord
UNASSIGNED,M04,H6028,dainty
UNASSIGNED,M05,G1166,to show
UNASSIGNED,M05,G1718,to show
UNASSIGNED,M05,G1731,to show
UNASSIGNED,M05,G2705,to kiss
UNASSIGNED,M05,G2842,participation
UNASSIGNED,M05,G2844,participant
UNASSIGNED,M05,G3352,participation
UNASSIGNED,M05,G5263,to show
UNASSIGNED,M05,G5339,to spare
UNASSIGNED,M05,G5361,loving the brothers
UNASSIGNED,M05,G5362,husband-loving
UNASSIGNED,M05,G5370,kiss
UNASSIGNED,M05,G5388,child loving
UNASSIGNED,M05,G8128,be with child
UNASSIGNED,M05,H2324,to show
UNASSIGNED,M05,H2550,to spare
UNASSIGNED,M05,H3384B,to show
UNASSIGNED,M05,H5390,kiss
UNASSIGNED,M05,H5401A,to kiss
UNASSIGNED,M06,G0663,severity
UNASSIGNED,M06,H6531,severity
UNASSIGNED,M06,H6887E,to rival
UNASSIGNED,M06,H7850,scourge
UNASSIGNED,M06,H8135,hating
UNASSIGNED,M07,G0577,to throw away
UNASSIGNED,M07,G1553,be away
UNASSIGNED,M08,G0193,intemperate
UNASSIGNED,M08,G0213,braggart
T2-generic-nonIB,M08,G1065,indeed
T2-generic-nonIB,M08,G4007,indeed
UNASSIGNED,M08,G5308,high
UNASSIGNED,M08,H1364,high
UNASSIGNED,M08,H5945A,high
UNASSIGNED,M08,H6965B,to arise: rise
UNASSIGNED,M08,H7292,to be assertive
T2-generic-nonIB,M08,H7293,Rahab
UNASSIGNED,M09,G1019,to delay
UNASSIGNED,M09,G1299,to direct
UNASSIGNED,M09,G3635,to delay
UNASSIGNED,M09,G4587,dignity
UNASSIGNED,M09,G4929,to direct
UNASSIGNED,M09,G5292,submission
UNASSIGNED,M09,G5549,to delay
UNASSIGNED,M09,G8117,dignity
UNASSIGNED,M09,H0309,to delay
UNASSIGNED,M09,H4102,to delay
UNASSIGNED,M09,H5081G,noble: willing
UNASSIGNED,M10,G0268,sinful
UNASSIGNED,M10,H4560,to commit
UNASSIGNED,M10,H6330,staggering
UNASSIGNED,M11,H5162H,to be sorry: relent
UNASSIGNED,M12,G1472,to rub on
UNASSIGNED,M12,G2025,to rub on
UNASSIGNED,M12,G3833,complete armor
UNASSIGNED,M12,H8000,be complete
T2-generic-nonIB,M13,H3477H,Jashar
UNASSIGNED,M13,H8266,to deal
T8-human-relational,M14,G0080,brother
T8-human-relational,M14,H0252,brother
UNASSIGNED,M14,H0481,be dumb
UNASSIGNED,M14,H2810,invention
UNASSIGNED,M14,H3908,charm
UNASSIGNED,M14,H7423B,slackness
UNASSIGNED,M15,G1106,resolution
UNASSIGNED,M15,G1128,to train
UNASSIGNED,M15,G1226,to insist
UNASSIGNED,M15,G1502,to yield
UNASSIGNED,M15,G1503,to resemble
T2-generic-nonIB,M15,G1764,be present
UNASSIGNED,M15,G3177,to mean
UNASSIGNED,M15,G3312,arbiter
T2-generic-nonIB,M15,G3873,be present
T2-generic-nonIB,M15,G3918,be present
T2-generic-nonIB,M15,G4840,be present with
T2-generic-nonIB,M15,G4894,be aware
UNASSIGNED,M15,G4994,to train
UNASSIGNED,M15,G5591,natural
UNASSIGNED,M16,H3276,to gain
UNASSIGNED,M17,G0746,beginning
UNASSIGNED,M17,G2602,beginning
UNASSIGNED,M17,G4816,to collect
UNASSIGNED,M17,H1700,cause
UNASSIGNED,M17,H1701,cause
UNASSIGNED,M17,H3246,beginning
UNASSIGNED,M17,H6960B,to collect
UNASSIGNED,M17,H7221,beginning
UNASSIGNED,M17,H8462,beginning
UNASSIGNED,M18,G0275,untroubled
UNASSIGNED,M18,G3048,collection
UNASSIGNED,M18,H0627,collection
UNASSIGNED,M18,H2841,collection
UNASSIGNED,M18,H4723C,collection
UNASSIGNED,M18,H6899,collection
UNASSIGNED,M21,G0154,to ask
UNASSIGNED,M21,G2065,to ask
UNASSIGNED,M21,G5241,to intercede
UNASSIGNED,M21,H1156,to ask
UNASSIGNED,M21,H6280,be abundant
UNASSIGNED,M21,H6282B,odour
UNASSIGNED,M21,H7592,to ask
UNASSIGNED,M21,H7593,to ask
UNASSIGNED,M22,H5273B,musical
UNASSIGNED,M23,G1753,active energy
UNASSIGNED,M23,G1754,be active
UNASSIGNED,M23,G1755,working
UNASSIGNED,M23,G1756,effective
T2-generic-nonIB,M23,G2192,to have/be
UNASSIGNED,M23,G2729,to prevail
T7-divine,M23,G2960,the Lord’s
UNASSIGNED,M23,G3841,almighty
UNASSIGNED,M23,G5242,be higher
UNASSIGNED,M23,G5293,to subject
T2-generic-nonIB,M23,G5607,being
UNASSIGNED,M23,H1396,to prevail
UNASSIGNED,M23,H1623,to scrape
T2-generic-nonIB,M23,H3027W,hand: owner
UNASSIGNED,M23,H3543A,to grow dim
UNASSIGNED,M23,H3624,vigor
UNASSIGNED,M23,H3648,to grow warm
UNASSIGNED,M23,H3893,vigor
UNASSIGNED,M23,H5500,to scrape
T2-generic-nonIB,M23,H6105A,be vast
UNASSIGNED,M23,H7106A,to scrape
UNASSIGNED,M23,H7236,to grow great
UNASSIGNED,M23,H7287B,to scrape
UNASSIGNED,M23,H7679,to grow great
UNASSIGNED,M23,H7680,to grow great
UNASSIGNED,M23,H8630,to prevail
UNASSIGNED,M24,G0091,to harm
UNASSIGNED,M24,G0096,failing
UNASSIGNED,M24,G0540,fatherless
UNASSIGNED,M24,G0642,to orphan
UNASSIGNED,M24,G0724,plunder
UNASSIGNED,M24,G0726,to seize
UNASSIGNED,M24,G0840,severe
UNASSIGNED,M24,G0984,to hurt
UNASSIGNED,M24,G0992,must be put
UNASSIGNED,M24,G1000,throwing
UNASSIGNED,M24,G1606,to expire
UNASSIGNED,M24,G1634,to expire
UNASSIGNED,M24,G2347,pressure
UNASSIGNED,M24,G2559,to harm
UNASSIGNED,M24,G2800,breaking
UNASSIGNED,M24,G3737,orphan
UNASSIGNED,M24,G4661,plunder
UNASSIGNED,M24,G4730,hardship
UNASSIGNED,M24,G4884,to seize
UNASSIGNED,M24,H0957,plunder
UNASSIGNED,M24,H0961,plunder
UNASSIGNED,M24,H2862,to seize
UNASSIGNED,M24,H3490,orphan
UNASSIGNED,M24,H3631,failing
UNASSIGNED,M24,H4164,constraint
UNASSIGNED,M24,H4290,breaking
UNASSIGNED,M24,H4933,plunder
UNASSIGNED,M24,H5222,smitten
UNASSIGNED,M24,H5848C,to enfeeble
UNASSIGNED,M24,H6001A,labour[er]
UNASSIGNED,M24,H6087A,to hurt
UNASSIGNED,M24,H6101,be sluggish
UNASSIGNED,M24,H6102,sluggish
UNASSIGNED,M24,H6103,sluggishness
UNASSIGNED,M24,H6104,sluggishness
UNASSIGNED,M24,H6115,coercion
UNASSIGNED,M24,H6563,plunder
UNASSIGNED,M24,H6869A,dearth
UNASSIGNED,M24,H7059,to seize
UNASSIGNED,M24,H7186,severe
T2-generic-nonIB,M24,H7218K,head: group
UNASSIGNED,M24,H7219,poison
UNASSIGNED,M24,H7503,to slacken
UNASSIGNED,M24,H7665,to break
UNASSIGNED,M24,H7667,breaking
UNASSIGNED,M24,H7670,breaking
UNASSIGNED,M24,H8513,hardship
UNASSIGNED,M25,G1312,decay
UNASSIGNED,M25,G3905,to prolong
UNASSIGNED,M25,H0748,to prolong
UNASSIGNED,M25,H2416A,alive
T8-human-relational,M25,H2416B,kinsfolk
UNASSIGNED,M25,H2422,vigorous
UNASSIGNED,M25,H3306,to breathe
UNASSIGNED,M25,H4241,recovery
UNASSIGNED,M25,H5301,to breathe
UNASSIGNED,M25,H5396,breath
UNASSIGNED,M25,H5397,breath
UNASSIGNED,M25,H5782,to rouse
UNASSIGNED,M25,H6315,to breathe
UNASSIGNED,M26,G0159,causer
UNASSIGNED,M26,G0467,to repay
UNASSIGNED,M26,G0661,to repay
UNASSIGNED,M26,G0703,virtue
UNASSIGNED,M26,G1558,avenging
T2-generic-nonIB,M26,G1888,in the very act
UNASSIGNED,M26,G3049,to count
UNASSIGNED,M26,G6083,be conscious of
UNASSIGNED,M26,H4487,to count
UNASSIGNED,M26,H6186B,to value
UNASSIGNED,M27,G0930,torturer
UNASSIGNED,M27,G0983,harmful
T7-divine,M27,G1493,idol's temple
T7-divine,M27,G1494,sacrificed to idols
T7-divine,M27,G1495,idolatry
T7-divine,M27,G1496,idolater
T7-divine,M27,G1497,idol
T7-divine,M27,G2712,idolatrous
T7-divine,M27,H0457,idol
T7-divine,M27,H1544,idol
T7-divine,M27,H5566,idol
T7-divine,M27,H6091,idol
T7-divine,M27,H6456,idol
T7-divine,M27,H6459,idol
UNASSIGNED,M27,H7496,shade
UNASSIGNED,M27,H8074H,be desolate: appalled
UNASSIGNED,M28,G21415,desirable
T2-generic-nonIB,M28,G4229,thing
UNASSIGNED,M28,G4559,fleshly
UNASSIGNED,M28,G4560,fleshly
T2-generic-nonIB,M28,G5600,may be
UNASSIGNED,M28,G7411,desirable
UNASSIGNED,M28,H2530B,precious thing
UNASSIGNED,M28,H2532B,desirable thing
UNASSIGNED,M28,H4030,precious thing
UNASSIGNED,M28,H4262,desirable
T2-generic-nonIB,M28,H6640,thing
UNASSIGNED,M28,H6887E,to rival
UNASSIGNED,M29,G0594,acceptance
UNASSIGNED,M29,G4288,eagerness
UNASSIGNED,M29,G4356,acceptance
UNASSIGNED,M29,G5093,precious
UNASSIGNED,M29,G7124,be willing
UNASSIGNED,M29,H0014,be willing
UNASSIGNED,M29,H1214I,to cut off: to gain
UNASSIGNED,M29,H2974,be willing
UNASSIGNED,M29,H3357,precious
UNASSIGNED,M29,H3365,be precious
UNASSIGNED,M29,H3368,precious
UNASSIGNED,M29,H5068,be willing
UNASSIGNED,M29,H5069,be willing
UNASSIGNED,M29,H7522,acceptance
UNASSIGNED,M30,G0544,to disobey
UNASSIGNED,M30,G2138,compliant
UNASSIGNED,M30,G3878,to ignore
UNASSIGNED,M30,H0014,be willing
UNASSIGNED,M30,H2413,to restrain
UNASSIGNED,M30,H2954,be insensitive
UNASSIGNED,M30,H3607,to restrain
UNASSIGNED,M30,H6113,to restrain
UNASSIGNED,M31,G0569,to disbelieve
UNASSIGNED,M31,G0570,unbelief
UNASSIGNED,M31,G0571,unbelieving
UNASSIGNED,M31,G1175,religion
UNASSIGNED,M31,G1479,self-made religion
T2-generic-nonIB,M31,G1832,be permitted
UNASSIGNED,M31,G2356,religion
T2-generic-nonIB,M31,H6819,be little
UNASSIGNED,M32,G0203,uncircumcision
UNASSIGNED,M32,G0564,uncircumcised
UNASSIGNED,M32,G1986,to uncircumcise
UNASSIGNED,M32,G4059,to circumcise
UNASSIGNED,M32,G4061,circumcision
UNASSIGNED,M32,H4135A,to circumcise
UNASSIGNED,M32,H4135B,to circumcise
UNASSIGNED,M32,H4139,circumcision
UNASSIGNED,M32,H6190H,foreskin
UNASSIGNED,M33,G4861,harmonious
UNASSIGNED,M33,G7994,being easily led on
UNASSIGNED,M33,H4494,resting
UNASSIGNED,M33,H4496H,resting
UNASSIGNED,M33,H4769,resting
UNASSIGNED,M33,H7282,restful
UNASSIGNED,M33,H7623A,to soothe
UNASSIGNED,M34,G0074,a struggle
UNASSIGNED,M34,G0075,to struggle
UNASSIGNED,M34,G0464,to struggle
UNASSIGNED,M34,G0679,without falling
UNASSIGNED,M34,G0778,to strive
UNASSIGNED,M34,G2104,of noble birth
UNASSIGNED,M34,G4586,noble
UNASSIGNED,M34,G4865,to struggle
UNASSIGNED,M34,H1519,to strive
UNASSIGNED,M34,H2715,noble
UNASSIGNED,M34,H5081H,noble
UNASSIGNED,M34,H5327A,to struggle
UNASSIGNED,M34,H5331,perpetuity
UNASSIGNED,M34,H5703,perpetuity
UNASSIGNED,M34,H5957,perpetuity
UNASSIGNED,M34,H6579,noble
UNASSIGNED,M34,H7261,noble
UNASSIGNED,M34,H7712,to strive
UNASSIGNED,M34,H8003,complete
UNASSIGNED,M34,H8280,to strive
UNASSIGNED,M34,H8535,complete
UNASSIGNED,M35,G2021,to attempt
UNASSIGNED,M36,G2999,ministry
UNASSIGNED,M36,G3009,ministry
UNASSIGNED,M37,G2770,to gain
UNASSIGNED,M37,G3333,to summon
UNASSIGNED,M37,G3343,to summon
UNASSIGNED,M37,H7122G,to encounter: meet
UNASSIGNED,M37,H7122H,to encounter: toward
UNASSIGNED,M37,H7122I,to encounter: chanced
UNASSIGNED,M37,H7123,to read
UNASSIGNED,M38,G1943,to cover
UNASSIGNED,M38,G2572,to cover
UNASSIGNED,M38,G2619,to cover
UNASSIGNED,M38,G4028,to cover
UNASSIGNED,M38,H2645,to cover
UNASSIGNED,M38,H2666,be free
UNASSIGNED,M38,H2926,to cover
UNASSIGNED,M38,H3271,to cover
UNASSIGNED,M38,H3680,to cover
UNASSIGNED,M38,H3722B,to cover
UNASSIGNED,M38,H3813,to cover
UNASSIGNED,M38,H5526B,to cover
UNASSIGNED,M38,H5526E,to cover
UNASSIGNED,M38,H5603,to cover
UNASSIGNED,M38,H7159,to cover
UNASSIGNED,M39,G1962,to accept
UNASSIGNED,M39,H7521,to accept
UNASSIGNED,M41,H7182,attentiveness
UNASSIGNED,M41,H7183A,attentive
UNASSIGNED,M41,H7183B,attentive
UNASSIGNED,M41,H7835,be black
UNASSIGNED,M42,H6969,to chant
UNASSIGNED,M44,G1264,to contend sharply
UNASSIGNED,M44,G1864,to contend
UNASSIGNED,M44,G4866,to contend
UNASSIGNED,M44,H0342,enmity
T8-human-relational,M44,H2416D,community
UNASSIGNED,M44,H2836B,to connect
UNASSIGNED,M44,H7378,to contend
UNASSIGNED,M44,H8474,to contend
UNASSIGNED,M45,G0329,to rekindle
UNASSIGNED,M45,H2487,change
UNASSIGNED,M46,G0842,self-sufficient
UNASSIGNED,M46,G4148,to enrich
UNASSIGNED,M46,H1952,substance
UNASSIGNED,M46,H2630,to hoard
UNASSIGNED,M46,H4924B,fatness
UNASSIGNED,M46,H5727,to luxuriate
UNASSIGNED,M46,H6238,to enrich
UNASSIGNED,M46,H8080,to grow fat
UNASSIGNED,M47,G4893,conscience
