strongNumber,stepGloss,stepTransliteration,language,count,stem_key
H8389,appearance,to.ar,Hebrew,15,appe
H8392,ark,te.vah,Hebrew,28,ark
H8401,straw,te.ven,Hebrew,17,stra
H8414,formlessness,to.hu,Hebrew,20,form
H8449,turtledove,tor,Hebrew,14,turt
H8453A,sojourner,to.shav,Hebrew,14,sojo
H8482,lower,tach.ti,Hebrew,19,lowe
H8522,quiver,te.li,Hebrew,1,quiv
H8543,yesterday,te.mol,Hebrew,23,yest
H8596,tambourine,toph,Hebrew,17,tamb
H8639,deep sleep,tar.de.mah,Hebrew,7,deep
H8672,nine,te.sha,Hebrew,58,nine
H0009,something lost,a.ve.dah,Hebrew,4,some
H0070,wheel,o.ven,Hebrew,2,whee
H0073,girdle,av.net,Hebrew,9,gird
H0098,pool,a.gam,Hebrew,9,pool
H0106,fist,eg.roph,Hebrew,2,fist
H0124,sardius,o.dem,Hebrew,3,sard
H0134,socket,e.den,Hebrew,57,sock
H0212,wheel,o.phan,Hebrew,35,whee
H0231,hyssop,e.zov,Hebrew,10,hyss
H0249,born,ez.rach,Hebrew,17,born
H0451,fat tail,al.yah,Hebrew,5,fatt
H0614,ingathering,a.siph,Hebrew,2,inga
H0642,ephod,a.phud.dah,Hebrew,3,epho
H0676,finger,ets.ba,Hebrew,31,fing
H0678,chief,a.tsil,Hebrew,2,chie
H0713,purple,ar.ga.man,Hebrew,38,purp
H0802I,woman: another,ish.shah,Hebrew,15,woma
H0905G,alone: pole,bad,Hebrew,41,alon
H0905I,alone: each,bad,Hebrew,3,alon
H0931,thumb/big toe,bo.hen,Hebrew,16,thum
H1061,firstfruit,bik.ku.rim,Hebrew,17,firs
H1200,fire,be.e.rah,Hebrew,1,fire
H1259,hail,ba.rad,Hebrew,29,hail
H1304A,gem,ba.re.qet,Hebrew,2,gem
H1311,cooked,ba.shel,Hebrew,2,cook
H1314,spice,be.sem,Hebrew,29,spic
H1383,twists,gav.lut,Hebrew,2,twis
H1406,roof,gag,Hebrew,33,roof
H1407,coriander,gad,Hebrew,2,cori
H1430A,stack,ga.dish,Hebrew,3,stac
H1496,cutting,ga.zit,Hebrew,11,cutt
H1573,reed,go.me,Hebrew,4,reed
H1591,theft,ge.ne.vah,Hebrew,2,thef
H1626,gerah,ge.rah,Hebrew,5,gera
H1865,liberty,de.ror,Hebrew,8,libe
H1969,hin,hin,Hebrew,22,hin
H2053,hook,vav,Hebrew,13,hook
H2180,tail,za.nav,Hebrew,11,tail
H2203,pitch,ze.phet,Hebrew,3,pitc
H2213,border,zer,Hebrew,10,bord
H2239,span,ze.ret,Hebrew,7,span
H2397,hook,chach,Hebrew,10,hook
H2464,galbanum,chel.be.nah,Hebrew,1,galb
H2471,bun,chal.lah,Hebrew,14,bun
H2557A,leaven,cha.mets,Hebrew,11,leav
H2563B,heap,cho.mer,Hebrew,3,heap
H2571,armed,cha.mu.shim,Hebrew,4,arm
H2649,haste,chip.pa.zon,Hebrew,3,hast
H2676,middle,cha.tsot,Hebrew,3,midd
H2691A,court,cha.tser,Hebrew,145,cour
H2805,artwork,che.shev,Hebrew,8,artw
H2833,breastpiece,cho.shen,Hebrew,25,brea
H2838,ring,cha.shuq,Hebrew,8,ring
H2903,phylacteries,to.ta.phot,Hebrew,3,phyl
H2948,handbreadth,to.phach,Hebrew,5,hand
H3006,dry land,yab.be.shet,Hebrew,2,dryl
H3119,by day,yo.mam,Hebrew,50,byda
H3209,born,yil.lod,Hebrew,5,born
H3257,shovel,ya,Hebrew,9,shov
H3391,month,ye.rach,Hebrew,12,mont
H3407,curtain,ye.ri.ah,Hebrew,54,curt
H3471,jasper,ya.she.pheh,Hebrew,3,jasp
H3489,peg,ya.ted,Hebrew,25,peg
H3550,priesthood,ke.hun.nah,Hebrew,14,prie
H3558,bracelet,ku.maz,Hebrew,2,brac
H3595,basin,kiy.yor,Hebrew,23,basi
H3632,entire,ka.lil,Hebrew,15,enti
H3654,gnat,ken,Hebrew,7,gnat
H3713B,frost,ke.phor,Hebrew,3,fros
H3730,capital,kaph.tor,Hebrew,18,capi
H3802,shoulder,ka.teph,Hebrew,67,shou
H3814,secret,lat,Hebrew,2,secr
H3827,flame,lab.bah,Hebrew,1,flam
H3828,frankincense,le.vo.nah,Hebrew,21,fran
H3871,tablet,lu.ach,Hebrew,43,tabl
H3909,secrecy,lat,Hebrew,6,secr
H3924,loop,lu.lay,Hebrew,13,loop
H4021,headgear,mig.ba.ot,Hebrew,4,head
H4046,plague,mag.ge.phah,Hebrew,26,plag
H4118B,quickly,ma.her,Hebrew,17,quic
H4150I,meeting,mo.ed,Hebrew,152,meet
H4201,doorpost,me.zu.zah,Hebrew,19,door
H4207B,fork,miz.la.gah,Hebrew,5,fork
H4246,dance,me.cho.lah,Hebrew,8,danc
H4289,censer,mach.tah,Hebrew,22,cens
H4294H,tribe,mat.teh,Hebrew,184,trib
H4295,beneath,mat.tah,Hebrew,19,bene
H4299,yarn,mat.veh,Hebrew,1,yarn
H4306,rain,ma.tar,Hebrew,38,rain
H4345,grate,mikh.bar,Hebrew,6,grat
H4370,undergarment,mikh.nas,Hebrew,5,unde
H4385,writing,mikh.tav,Hebrew,9,writ
H4457,tong,mel.qa.cha.yim,Hebrew,6,tong
H4501,lampstand,me.no.rah,Hebrew,42,lamp
H4543,storage,mis.ke.not,Hebrew,7,stor
H4609B,step,ma.a.lah,Hebrew,53,step
H4701,turban,mits.ne.phet,Hebrew,12,turb
H4729,fumigation,miq.tar,Hebrew,1,fumi
H4740H,corner,miq.tso.a,Hebrew,11,corn
H4742,corner,me.quts.ah,Hebrew,2,corn
H4749,beating,miq.shah,Hebrew,9,beat
H4753,myrrh,mor,Hebrew,12,myrr
H4759B,mirror,mar.ah,Hebrew,1,mirr
H4836,awl,mar.tse.a,Hebrew,2,awl
H4863,kneading,mish.e.ret,Hebrew,4,knea
H4908,tabernacle,mish.kan,Hebrew,139,tabe
H4938B,staff,mish.e.net,Hebrew,11,staf
H4947,lintel,mash.qoph,Hebrew,3,lint
H4971,tally,mat.kho.net,Hebrew,5,tal
H4995,raw,na,Hebrew,1,raw
H5056,goring,nag.gach,Hebrew,2,gor
H5063,plague,ne.geph,Hebrew,7,plag
H5067,heap,ned,Hebrew,6,heap
H5198B,gum,na.taph,Hebrew,1,gum
H5216A,lamp,ner,Hebrew,44,lamp
H5251G,Banner [God],nes,Hebrew,1,bann
H5366,crevice,ne.qa.rah,Hebrew,2,crev
H5488G,Red [Sea],suph,Hebrew,24,reds
H5561,spice,sam,Hebrew,16,spic
H5572,bush,se.neh,Hebrew,6,bush
H5592A,basin,saph,Hebrew,7,basi
H5601,sapphire,sap.pir,Hebrew,11,sapp
H5645,cloud,av,Hebrew,31,clou
H5676G,side: beside,e.ver,Hebrew,35,side
H5716,ornament,a.di,Hebrew,14,orna
H5772,cohabitation,o.nah,Hebrew,1,coha
H6016B,omer,o.mer,Hebrew,6,omer
H6154M,racial-mix,e.rev,Hebrew,4,raci
H6157,swarm,a.rov,Hebrew,9,swar
H6226,smoking,a.shen,Hebrew,2,smok
H6241,tenth,is.sa.ron,Hebrew,33,tent
H6249,eleven,ash.te,Hebrew,19,elev
H6310H,lip: edge,peh,Hebrew,45,lipe
H6310J,lip: opening,peh,Hebrew,11,lipo
H6341B,plate,pach,Hebrew,2,plat
H6357,topaz,pit.dah,Hebrew,4,topa
H6368,soot,pi.ach,Hebrew,2,soot
H6438H,corner,pin.nah,Hebrew,26,corn
H6472,bell,pa.a.mon,Hebrew,7,bell
H6485B,reckoning,pe.qu.dim,Hebrew,1,reck
H6493,seeing,piq.qe.ach,Hebrew,2,see
H6525,flower,pe.rach,Hebrew,17,flow
H6532,curtain,pa.ro.khet,Hebrew,25,curt
H6603,engraving,pit.tu.ach,Hebrew,11,engr
H6731A,flower,tsits,Hebrew,14,flow
H6748,roasted,tsa.li,Hebrew,3,roas
H6803,jar,tsin.tse.net,Hebrew,1,jar
H6826,plating,tsip.puy,Hebrew,5,plat
H6838,flatbread,tse.phi.chit,Hebrew,1,flat
H6854,frog,tse.phar.de.a,Hebrew,13,frog
H6864,flint,tsor,Hebrew,2,flin
H6880,hornet,tsir.ah,Hebrew,3,horn
H6916,cassia,qid.dah,Hebrew,2,cass
H6999A,offer: to burn,qa.tar,Hebrew,60,offe
H7004,incense,qe.to.ret,Hebrew,61,ince
H7020,outermost,qi.tson,Hebrew,4,oute
H7050B,curtain,qe.la,Hebrew,16,curt
H7070G,branch,qa.neh,Hebrew,22,bran
H7076,cinnamon,qin.na.mon,Hebrew,3,cinn
H7086,dish,qe.a.rah,Hebrew,17,dish
H7098,end,qa.tsah,Hebrew,36,end
H7165,clasp,qe.res,Hebrew,10,clas
H7175,board,qe.resh,Hebrew,51,boar
H7184,jug,qas.vah,Hebrew,4,jug
H7253,fourth,re.va,Hebrew,7,four
H7256,fourth,rib.be.a,Hebrew,4,four
H7281,moment,re.ga,Hebrew,22,mome
H7347,millstone,re.cheh,Hebrew,5,mill
H7415,worm,rim.mah,Hebrew,7,worm
H7545,spice,ro.qe.ach,Hebrew,2,spic
H7550,flatbread,ra.qiq,Hebrew,8,flat
H7603,leaven,se.or,Hebrew,5,leav
H7674,cessation,she.vet,Hebrew,3,cess
H7677,sabbath observance,shab.ba.ton,Hebrew,11,sabb
H7757,hem,shul,Hebrew,11,hem
H7785,leg,shoq,Hebrew,19,leg
H7827,onycha,she.che.let,Hebrew,1,onyc
H7902,semen,she.kha.vah,Hebrew,9,seme
H7916,hired,sa.khir,Hebrew,17,hir
H7950,snow,she.leg,Hebrew,20,snow
H7958,quail,se.lav,Hebrew,4,quai
H7991C,officer,sha.lish,Hebrew,20,offi
H8066,eighth,she.mi.ni,Hebrew,28,eigh
H8193I,lip: edge,sa.phah,Hebrew,28,lipe
H8278,braiding,se.rad,Hebrew,4,brai
H8331,chain,shar.shah,Hebrew,1,chai
H8333,chain,shar.she.rah,Hebrew,7,chai
H8473,breastplate,tach.ra,Hebrew,2,brea
H8476,leather,ta.chash,Hebrew,14,leat
H8484,middle,ti.khon,Hebrew,11,midd
H8486,south,te.man,Hebrew,23,sout
H8504,blue,te.khe.let,Hebrew,49,blue
H8506,quantity,to.khen,Hebrew,2,quan
H8519,murmuring,te.lun.nah,Hebrew,8,murm
H8577M,serpent: snake,tan.nin,Hebrew,8,serp
H8622,circuit,te.qu.phah,Hebrew,4,circ
H0125,reddish,a.dam.dam,Hebrew,6,redd
H0344,falcon,ay.yah,Hebrew,3,falc
H0601,heron,a.na.phah,Hebrew,2,hero
H0604,gecko,a.na.qah,Hebrew,1,geck
H0768,hare,ar.ne.vet,Hebrew,2,hare
H0810,testicle,e.shekh,Hebrew,1,test
H1244,scourging,biq.qo.ret,Hebrew,1,scou
H1371,bald,gib.be.ach,Hebrew,1,bald
H1372,baldness,gab.ba.chat,Hebrew,4,bald
H1384,humpbacked,gib.ben,Hebrew,1,hump
H1498,robbery,ga.zel,Hebrew,6,robb
H1509,isolation,ge.ze.rah,Hebrew,1,isol
H1513,coal,ga.che.let,Hebrew,18,coal
H1618,scab,ga.rav,Hebrew,3,scab
H1625,cud,ge.rah,Hebrew,11,cud
H1676,kite,da.ah,Hebrew,1,kite
H1733,aunt,do.dah,Hebrew,3,aunt
H1744,hoopoe,du.khi.phat,Hebrew,2,hoop
H1786,threshing,da.yish,Hebrew,1,thre
H2101,discharge,zov,Hebrew,13,disc
H2206,beard,za.qan,Hebrew,19,bear
H2284,locust,cha.gav,Hebrew,5,locu
H2386,swine,cha.zir,Hebrew,7,swin
H2467,weasel,cho.led,Hebrew,1,weas
H2546,lizard,cho.met,Hebrew,1,liza
H2563C,homer,cho.mer,Hebrew,13,home
H2624,stork,cha.si.dah,Hebrew,6,stor
H2668,freedom,chuph.shah,Hebrew,1,free
H2720A,dry,cha.rev,Hebrew,2,dry
H2728,locust,cha.re.gol,Hebrew,1,locu
H2789,earthenware,che.re.s,Hebrew,17,eart
H2990,running,yab.bal,Hebrew,1,runn
H3049,spiritist,yid.de.o.ni,Hebrew,11,spir
H3217,scab,yal.le.phet,Hebrew,2,scab
H3422,greenish,ye.raq.raq,Hebrew,3,gree
H3465H,old,ya.shan,Hebrew,6,old
H3600,stove,kir,Hebrew,1,stov
H3776,lamb,kis.bah,Hebrew,1,lamb
H3793,imprint,ke.to.vet,Hebrew,1,impr
H3849,log,log,Hebrew,5,log
H3911,lizard,le.ta.ah,Hebrew,1,liza
H3951,gleaning,le.qet,Hebrew,2,glea
H3989,baked [food],ma.a.pheh,Hebrew,1,bake
H4054,pasture,mig.rash,Hebrew,119,past
H4055,garment,mad,Hebrew,11,garm
H4057G,Wilderness [of Sinai],mid.bar,Hebrew,1,wild
H4169,hearth,mo.qe.dah,Hebrew,1,hear
H4227,griddle,ma.cha.vat,Hebrew,5,grid
H4294K,tribe: supply,mat.teh,Hebrew,5,trib
H4348,burn,mikh.vah,Hebrew,5,burn
H4499,fugitive,me.nu.sah,Hebrew,2,fugi
H4556,scab,mis.pa.chat,Hebrew,3,scab
H4760,crop,mur.ah,Hebrew,1,crop
H4802,pan,mar.che.shet,Hebrew,2,pan
H4817,chariot,mer.kav,Hebrew,3,char
H4884,capacity,me.su.rah,Hebrew,4,capa
H5133,plumage,no.tsah,Hebrew,4,plum
H5322B,hawk,nets,Hebrew,3,hawk
H5424,scab,ne.teq,Hebrew,14,scab
H5556,locust,sol.am,Hebrew,1,locu
H5579,fin,se.nap.pir,Hebrew,5,fin
H5597,scab,sap.pa.chat,Hebrew,2,scab
H5599B,aftergrowth,sa.phi.ach,Hebrew,4,afte
H5687,leafy,a.vot,Hebrew,4,leaf
H5847,bat,a.tal.leph,Hebrew,3,bat
H5909,mouse,akh.bar,Hebrew,6,mous
H6013,deep,a.moq,Hebrew,17,deep
H6016A,sheaf,o.mer,Hebrew,8,shea
H6057,branch,a.naph,Hebrew,7,bran
H6096,spine,a.tseh,Hebrew,1,spin
H6133,descendant,e.qer,Hebrew,1,desc
H6155H,willow,a.ra.vah,Hebrew,4,will
H6261,timely,it.ti,Hebrew,1,time
H6309,suet,pe.der,Hebrew,3,suet
H6356,eating,pe.che.tet,Hebrew,1,eat
H6441,within,pe.ni.mah,Hebrew,13,with
H6455,lame,pis.se.ach,Hebrew,14,lame
H6468,wages,pe.ul.lah,Hebrew,14,wag
H6632B,lizard,tsav,Hebrew,1,liza
H6669,yellow,tsa.hov,Hebrew,3,yell
H6783,finality,tse.mi.tut,Hebrew,2,fina
H6867B,scar,tsa.re.vet,Hebrew,2,scar
H6883,leprosy,tsa.ra.at,Hebrew,35,lepr
H6920,fever,qad.da.chat,Hebrew,2,feve
H7039,roasted,qa.li,Hebrew,6,roas
H7085,incision,qa.a.qa,Hebrew,1,inci
H7142,bald,qe.re.ach,Hebrew,3,bald
H7146,baldness,qa.ra.chat,Hebrew,4,bald
H7193,scale,qas.qe.set,Hebrew,8,scal
H7385,vain,riq,Hebrew,12,vain
H7684,unintentionally,she.ga.gah,Hebrew,19,unin
H7828,gull,sha.chaph,Hebrew,2,gull
H7838,black,sha.chor,Hebrew,6,blac
H7903,copulation,she.kho.vet,Hebrew,4,copu
H8042G,left,se.ma.li,Hebrew,6,left
H8157,cleft,she.sa,Hebrew,4,clef
H8162,mixed stuff,sha.at.nez,Hebrew,2,mixe
H8163C,satyr,sa.ir,Hebrew,4,saty
H8211,pouring,she.phekh,Hebrew,2,pour
H8258,hollow,she.qa.a.ru.rah,Hebrew,1,holl
H8296A,incision,se.ret,Hebrew,1,inci
H8296B,incision,sa.re.tet,Hebrew,1,inci
H8359,warp,she.ti,Hebrew,9,warp
H8464,ostrich,tach.mas,Hebrew,2,ostr
H8545,exchange,te.mu.rah,Hebrew,6,exch
H8580,chameleon,tin.she.met,Hebrew,3,cham
H8636,increment,tar.bit,Hebrew,9,incr
H8671,ninth,te.shi.i,Hebrew,18,nint
H0020,melon,a.vat.ti.chim,Hebrew,1,melo
H0122A,red,a.dom,Hebrew,7,red
H0174,aloe,a.hal,Hebrew,4,aloe
H0628,rabble,a.saph.suph,Hebrew,1,rabb
H0632,injunction,is.sar,Hebrew,11,inju
H0685,armlet,ets.a.dah,Hebrew,2,arml
H0793,slope,e.shed,Hebrew,1,slop
H1211,onion,ba.tsal,Hebrew,1,onio
H1278,creation,be.ri.ah,Hebrew,1,crea
H1323H,daughter: village,bat,Hebrew,45,daug
H1367,border,ge.vu.lah,Hebrew,10,bord
H1714,standard,de.gel,Hebrew,14,stan
H1805,bucket,de.li,Hebrew,2,buck
H2085,skin,zag,Hebrew,1,skin
H2156,branch,ze.mo.rah,Hebrew,5,bran
H2333,village,chav.vah,Hebrew,3,vill
H2558,vinegar,cho.mets,Hebrew,6,vine
H2598,dedication,cha.nuk.kah,Hebrew,8,dedi
H2682B,leek,cha.tsir,Hebrew,2,leek
H2785,pip,char.tsan.nim,Hebrew,1,pip
H3002,dry,ya.vesh,Hebrew,10,dry
H3452H,wilderness,ye.shi.mon,Hebrew,9,wild
H4085,mortar,me.do.khah,Hebrew,1,mort
H4934,passage,mish.ol,Hebrew,1,pass
H5231,trick,ne.khel,Hebrew,1,tric
H5694,ring,a.gil,Hebrew,2,ring
H6160I,Plains [of Moab],a.ra.vah,Hebrew,12,plai
H6182,dough,a.ri.sah,Hebrew,4,doug
H6412B,survivor,pa.let,Hebrew,5,surv
H6517,pot,pa.rur,Hebrew,3,pot
H6597,suddenly,pit.om,Hebrew,25,sudd
H6621,suddenness,pe.ta,Hebrew,7,sudd
H6632A,litter,tsav,Hebrew,2,litt
H6639,swollen,tsa.veh,Hebrew,1,swol
H6792,sheep,tso.neh,Hebrew,2,shee
H6796,thorn,tsa.nin,Hebrew,2,thor
H6898,tent,qub.bah,Hebrew,1,tent
H7131,approaching,qa.rev,Hebrew,12,appr
H7172,floor,qar.qa,Hebrew,8,floo
H7180,cucumber,qish.shu.ah,Hebrew,1,cucu
H7255,fourth,ro.va,Hebrew,2,four
H7555,hammered out,riq.qu.a,Hebrew,1,hamm
H7762,garlic,shum,Hebrew,1,garl
H7899,thorn,sekh,Hebrew,1,thor
H8205,barreness,she.phi,Hebrew,12,barr
H8314A,serpent,sa.raph,Hebrew,5,serp
H8444,outgoing,to.tsa.ah,Hebrew,29,outg
H8569,opposition,te.nu.ah,Hebrew,2,oppo
H8635,increase,tar.but,Hebrew,1,incr
H0084,pinion,ev.rah,Hebrew,4,pini
H0349B,how?,e.khah,Hebrew,17,how
H0380,pupil,i.shon,Hebrew,8,pupi
H0504,cattle,e.leph,Hebrew,7,catt
H0618,storehouse,a.sam,Hebrew,2,stor
H0667,young,eph.ro.ach,Hebrew,7,youn
H0798,Slopes [of Pisgah],ash.dot,Hebrew,10,slop
H1000,egg,be.tsah,Hebrew,6,egg
H1237G,Valley [of Jericho],biq.ah,Hebrew,1,vall
H1331,virginity,be.tu.lim,Hebrew,10,virg
H1488,fleece,gez,Hebrew,4,flee
H1631,axe,gar.zen,Hebrew,4,axe
H1682,bee,de.vo.rah,Hebrew,4,bee
H1772,hawk,day.yah,Hebrew,2,hawk
H1816,inflammation,dal.le.qet,Hebrew,1,infl
H1864,south,da.rom,Hebrew,17,sout
H2496,flint,chal.la.mish,Hebrew,5,flin
H2561,wine,che.mer,Hebrew,3,wine
H2746,heat,char.chur,Hebrew,1,heat
H2770,sickle,cher.mesh,Hebrew,2,sick
H2775B,itch,che.res,Hebrew,2,itch
H2914,tumor,te.chor,Hebrew,8,tumo
H2935,basket,te.ne,Hebrew,4,bask
H3138,autumn rain,yo.reh,Hebrew,5,autu
H3214,howling,ye.lel,Hebrew,1,howl
H3419,herb,ya.raq,Hebrew,5,herb
H3420,mildew,ye.ra.qon,Hebrew,6,mild
H3603G,environs,kik.kar,Hebrew,1,envi
H3733C,ram,kar,Hebrew,12,ram
H3948,teaching,le.qach,Hebrew,9,teac
H3996,entrance,ma.vo,Hebrew,25,entr
H4016,genitalia,ma.vosh,Hebrew,1,geni
H4022,excellence,me.ged,Hebrew,8,exce
H4045,rebuke,mig.e.ret,Hebrew,1,rebu
H4096,treading,mid.rakh,Hebrew,1,trea
H4270,need,mach.sor,Hebrew,13,need
H4515,bolt,min.al,Hebrew,1,bolt
H4530,payment,mis.sat,Hebrew,1,paym
H4583,habitation,ma.on,Hebrew,18,habi
H4624,parapet,ma.a.qeh,Hebrew,1,para
H4874,loan,mash.sheh,Hebrew,1,loan
H4916A,sending,mish.lach,Hebrew,7,send
H5612A,scroll: document,se.pher,Hebrew,56,scro
H5643A,secrecy,se.ter,Hebrew,35,secr
H5643B,shelter,sit.rah,Hebrew,1,shel
H6137,scorpion,aq.rav,Hebrew,6,scor
H6251,young,ash.ta.rot,Hebrew,4,youn
H6264,ready,a.tid,Hebrew,8,read
H6521,villager,pe.ra.zi,Hebrew,6,vill
H6620,cobra,pe.ten,Hebrew,6,cobr
H6627,excrement,tse.ah,Hebrew,3,excr
H6643B,gazelle,tse.vi,Hebrew,14,gaze
H6774,parched,tsim.ma.on,Hebrew,3,parc
H6856,fingernail,tsip.po.ren,Hebrew,2,fing
H6896,stomach,qe.vah,Hebrew,1,stom
H6988,incense,qe.to.rah,Hebrew,1,ince
H7137,accident,qa.reh,Hebrew,1,acci
H7201,glede,ra.ah,Hebrew,1,gled
H7302,watered,ra.veh,Hebrew,3,wate
H7393H,chariot: millstone,re.khev,Hebrew,3,char
H7565,flash,re.sheph,Hebrew,7,flas
H7633,captive,shiv.yah,Hebrew,9,cap
H7700,demon,shed,Hebrew,2,demo
H7709,field,she.de.mah,Hebrew,6,fiel
H7711B,blight,shid.da.phon,Hebrew,5,blig
H7834,cloud,sha.chaq,Hebrew,21,clou
H7988,afterbirth,shil.yah,Hebrew,1,afte
H8005,recompense,shil.lem,Hebrew,1,reco
H8059,remission,she.mit.tah,Hebrew,5,remi
H8164,rain,se.i.rim,Hebrew,1,rain
H8179H,gate: town,sha.ar,Hebrew,26,gate
H8212,penis,shoph.khah,Hebrew,1,peni
H8510,mound,tel,Hebrew,5,moun
H0162,alas!,a.hah,Hebrew,15,ala
H0794,slope,a.she.dah,Hebrew,2,slop
H1087,old,ba.leh,Hebrew,5,old
H3591,javelin,ki.don,Hebrew,9,jave
H3956I,tongue: bar,la.shon,Hebrew,6,tong
H4152,designated,mu.a.dah,Hebrew,1,desi
H4569B,ford,ma.a.va.rah,Hebrew,8,ford
H4608,ascent,ma.a.leh,Hebrew,27,asce
H4673,station,mats.tsav,Hebrew,10,sta
H4997,wineskin,nod,Hebrew,6,wine
H5350,crumb,niq.qud,Hebrew,3,crum
H5942,upper,il.li,Hebrew,2,uppe
H5945G,Upper [Beth Horon],el.yon,Hebrew,3,uppe
H6010P,Valley [of Rephaim],e.meq,Hebrew,8,vall
H6718B,food,tsa.yid,Hebrew,5,food
H8481G,Lower [Beth Horon],tach.ton,Hebrew,5,lowe
H0329H,bramble,a.tad,Hebrew,4,bram
H0334,lefthanded,it.ter,Hebrew,2,left
H0410H,El [Berith],el,Hebrew,1,elbe
H0612,bond,e.sur,Hebrew,3,bond
H0708,shuttle,e.reg,Hebrew,2,shut
H0822,lattice,esh.nav,Hebrew,2,latt
H1121K,son: warrior,ben,Hebrew,57,sonw
H1303,briar,bar.qa.nim,Hebrew,2,bria
H1492,fleece,giz.zah,Hebrew,7,flee
H1989,hammer,hal.mut,Hebrew,1,hamm
H2565,heap,cha.mor,Hebrew,2,heap
H2775A,sun,che.res,Hebrew,2,sun
H2872,highest,tab.bur,Hebrew,2,high
H3003G,Jabesh [Gilead],ya.vesh,Hebrew,11,jabe
H3901,war,la.chem,Hebrew,1,war
H4150J,meeting: signal appointed,mo.ed,Hebrew,1,meet
H4388,hollow,makh.tesh,Hebrew,2,holl
H4451,oxgoad,mal.med,Hebrew,1,oxgo
H4492,cave,min.ha.rah,Hebrew,1,cave
H4528,porch,mis.de.ron,Hebrew,1,porc
H4664,landing,miph.rats,Hebrew,1,land
H4668,key,maph.te.ach,Hebrew,3,key
H4679,stronghold,me.tsad,Hebrew,11,stro
H4718A,hammer,maq.qe.vet,Hebrew,1,hamm
H4747,cool,me.qe.rah,Hebrew,2,cool
H4839,broth,ma.raq,Hebrew,3,brot
H4942,sheepfold,mish.pe.ta.yim,Hebrew,2,shee
H4966,sweet,ma.toq,Hebrew,12,swee
H4987,sweetness,mo.teq,Hebrew,1,swee
H5188,pendant,ne.ti.phah,Hebrew,2,pend
H5296,tow,ne.o.ret,Hebrew,2,tow
H5325,hilt,nits.tsav,Hebrew,1,hilt
H5466,linen,sa.din,Hebrew,4,line
H5585,cleft,sa.iph,Hebrew,6,clef
H5592B,threshold,saph,Hebrew,25,thre
H5608B,secretary,so.pher,Hebrew,54,secr
H5833,help,ez.rah,Hebrew,26,help
H5944,upper room,a.liy.yah,Hebrew,20,uppe
H6049G,Diviners' [Oak],a.nan,Hebrew,1,divi
H6060B,necklace,a.naq,Hebrew,3,neck
H6366,two-edged,pe.yah,Hebrew,1,twoe
H6400,millstone,pe.lach,Hebrew,6,mill
H6520,villager,pe.ra.zon,Hebrew,2,vill
H6648,dye,tse.va,Hebrew,3,dye
H6715,tawny,tsa.chor,Hebrew,1,tawn
H6742,bun,tse.lil,Hebrew,4,bun
H6776,pair,tse.med,Hebrew,15,pair
H6877,stronghold,tse.ri.ach,Hebrew,4,stro
H7134,axe,qar.dom,Hebrew,5,axe
H7553,embroidery,riq.mah,Hebrew,12,embr
H7720,crescent,sa.ha.ron,Hebrew,3,cres
H7754A,branch,s.vokh,Hebrew,1,bran
H7754B,branch,s.vo.khah,Hebrew,1,bran
H7776,fox,shu.al,Hebrew,7,fox
H8063,rug,se.mi.khah,Hebrew,1,rug
H8282,princess,sa.rah,Hebrew,5,prin
H8292,piping,she.ri.qah,Hebrew,2,pip
H8385B,opportunity,to.a.nah,Hebrew,1,oppo
H0492,someone,al.mo.ni,Hebrew,3,some
H4304,cloak,mit.pa.chat,Hebrew,2,cloa
H6194,heap,a.re.mah,Hebrew,11,heap
H6423,someone,pe.lo.ni,Hebrew,3,some
H0712,box,ar.gaz,Hebrew,3,box
H1143,champion,be.na.yim,Hebrew,2,cham
H1690,fig cake,de.ve.lah,Hebrew,5,figc
H1731,pot,dud,Hebrew,8,pot
H1861A,goad,dor.von,Hebrew,1,goad
H1982,traveller,he.lekh,Hebrew,2,trav
H2678,arrow,che.tsi,Hebrew,7,arro
H2757,incision,cha.rits,Hebrew,3,inci
H2878,slaughtered,tiv.chah,Hebrew,3,slau
H2879,cook,tab.ba.chah,Hebrew,1,cook
H2924,lamb,ta.leh,Hebrew,2,lamb
H3148,advantage,yo.ter,Hebrew,9,adva
H3219,pouch,yal.qut,Hebrew,1,pouc
H3293B,honeycomb,ya.ar,Hebrew,3,hone
H3295,honeycomb,ya.rah,Hebrew,1,hone
H3523,quilt,ka.vir,Hebrew,2,quil
H3724D,village,ko.pher,Hebrew,3,vill
H3957,chamber,lish.kah,Hebrew,50,cham
H4207A,fork,maz.leg,Hebrew,2,fork
H4307H,guardhouse,mat.ta.rah,Hebrew,15,guar
H4570,track,ma.gal,Hebrew,16,trac
H4575,bond,ma.a.dan.not,Hebrew,2,bond
H4670,threshold,miph.tan,Hebrew,8,thre
H4686B,fortress,me.tsu.dah,Hebrew,19,fort
H4697,greave,mits.chah,Hebrew,1,grea
H4745,accident,miq.reh,Hebrew,10,acci
H4770,stall,mar.beq,Hebrew,4,stal
H5035A,bag,ne.vel,Hebrew,11,bag
H5035B,harp,ne.vel,Hebrew,27,harp
H5399,twilight,ne.sheph,Hebrew,12,twil
H6010I,Valley [of Elah],e.meq,Hebrew,3,vall
H6310L,lip: one third,peh,Hebrew,2,lipo
H6378,vial,pakh,Hebrew,3,vial
H6550,flea,par.osh,Hebrew,2,flea
