"strong","word","occurrence_count","ib_relevance"
"H0389","only","32","Not relevant"
"H0970","young men","32","Not relevant"
"H1254A","created","32","Could impact IB"
"H1391","gibeon","32","Not relevant"
"H1637","threshing floor","32","Could impact IB"
"H2320G","months","32","Could impact IB"
"H2583","encamped","32","Could impact IB"
"H2708","statute","32","Could impact IB"
"H3470A","isaiah","32","Not relevant"
"H3627","vessel","32","Not relevant"
"H4054","pasturelands","32","Could impact IB"
"H4948","weight","32","Could impact IB"
"H5857G","ai","32","Could impact IB"
"H6738","shadow","32","Could impact IB"
"H7887","shiloh","32","Not relevant"
"G0190","follow","31","Could impact IB"
"G0782","greet","31","Could impact IB"
"G2064","went","31","Not relevant"
"G2235","already","31","Could impact IB"
"G2476","stand","31","Not relevant"
"G2491H","john","31","Not relevant"
"G3367","no one","31","Not relevant"
"G5438G","prison","31","Could impact IB"
"H0272","possession","31","Could impact IB"
"H0376G","one","31","Not relevant"
"H1004P","house","31","Not relevant"
"H1005","house","31","Not relevant"
"H1077","not","31","Not relevant"
"H1241","herds","31","Could impact IB"
"H1661","gath","31","Not relevant"
"H3789","write","31","Could impact IB"
"H3789","wrote","31","Could impact IB"
"H3920","captured","31","Could impact IB"
"H5158N","valley","31","Not relevant"
"H5416H","nathan","31","Not relevant"
"H5483M","horse","31","Not relevant"
"H5941","eli","31","Not relevant"
"H6189","uncircumcised","31","Could impact IB"
"H6327A","scattered","31","Could impact IB"
"H6677A","neck","31","Not relevant"
"H6912","bury","31","Could impact IB"
"H8040G","left","31","Not relevant"
"H8354","drank","31","Not relevant"
"G1124","scripture","30","Could impact IB"
"G1135G","women","30","Not relevant"
"G1484","nation","30","Not relevant"
"G1565","he","30","Not relevant"
"G2048","wilderness","30","Not relevant"
"G3363","not","30","Not relevant"
"G3419","tomb","30","Could impact IB"
"G3754G","for","30","Not relevant"
"G3778","he","30","Not relevant"
"G4221","cup","30","Could impact IB"
"G4655","darkness","30","Could impact IB"
"G4690G","offspring","30","Could impact IB"
"G4717","crucified","30","Could impact IB"
"H0325","ahasuerus","30","Not relevant"
"H0884","beersheba","30","Not relevant"
"H1035G","bethlehem","30","Not relevant"
"H1540K","exile","30","Could impact IB"
"H1836","this","30","Not relevant"
"H1980I","walks","30","Not relevant"
"H2377","vision","30","Could impact IB"
"H2919","dew","30","Could impact IB"
"H3129N","jonathan","30","Not relevant"
"H3920","taken","30","Not relevant"
"H3957","chambers","30","Could impact IB"
"H4631","cave","30","Could impact IB"
"H4682","unleavened bread","30","Could impact IB"
"H4960","feast","30","Could impact IB"
"H5193","plant","30","Could impact IB"
"H5262","drink offering","30","Not relevant"
"H6659G","zadok","30","Not relevant"
"H7350","far","30","Not relevant"
"H7368","far","30","Not relevant"
"G0281","amen","29","Could impact IB"
"G0921G","barnabas","29","Not relevant"
"G1208","second","29","Not relevant"
"G1321","teach","29","Could impact IB"
"G1535","or","29","Not relevant"
"G2246","sun","29","Could impact IB"
"G3631","wine","29","Not relevant"
"G3761","not","29","Not relevant"
"G3844","with","29","Not relevant"
"G5064","four","29","Not relevant"
"H0622","gather","29","Not relevant"
"H1323H","villages","29","Could impact IB"
"H2029","conceived","29","Could impact IB"
"H2549","fifth","29","Not relevant"
"H3407","curtains","29","Not relevant"
"H3876G","lot","29","Not relevant"
"H4501","lampstand","29","Could impact IB"
"H5020","nebuchadnezzar","29","Not relevant"
"H5288","servant","29","Not relevant"
"H6499","bulls","29","Not relevant"
"H6566","spread","29","Not relevant"
"H6591","interpretation","29","Could impact IB"
"H7243","fourth","29","Not relevant"
"H7704G","country","29","Could impact IB"
"H8184","barley","29","Not relevant"
"H8227B","shaphan","29","Not relevant"
"H8548","continually","29","Could impact IB"
"G0615","kill","28","Not relevant"
"G0615","killed","28","Not relevant"
"G0721","lamb","28","Not relevant"
"G0935","kings","28","Not relevant"
"G2521","sitting","28","Could impact IB"
"G3754H","that","28","Not relevant"
"G3765","longer","28","Not relevant"
"G4172","town","28","Could impact IB"
"G5124","therefore","28","Not relevant"
"H0274H","ahaziah","28","Not relevant"
"H0374","ephah","28","Not relevant"
"H0905J","besides","28","Not relevant"
"H1201","baasha","28","Not relevant"
"H1280","bars","28","Could impact IB"
"H2232","sow","28","Could impact IB"
"H2406","wheat","28","Not relevant"
"H2945","little ones","28","Not relevant"
"H3316H","jephthah","28","Not relevant"
"H3381","come down","28","Not relevant"
"H3499A","rest","28","Not relevant"
"H3563A","cup","28","Could impact IB"
"H5104H","rivers","28","Not relevant"
"H5207","pleasing","28","Could impact IB"
"H5262","drink offerings","28","Not relevant"
"H5288","child","28","Not relevant"
"H7586G","saul’s","28","Not relevant"
"H7626G","rod","28","Could impact IB"
"H7676","sabbaths","28","Could impact IB"
"H7716","sheep","28","Not relevant"
"H8127G","teeth","28","Not relevant"
"H8198","servant","28","Not relevant"
"G2531","just as","27","Not relevant"
"G3362","unless","27","Could impact IB"
"G4594","today","27","Could impact IB"
"G4716","cross","27","Could impact IB"
"G4864","synagogue","27","Could impact IB"
"G5108","such","27","Not relevant"
"H0251H","kinsmen","27","Could impact IB"
"H0389","surely","27","Not relevant"
"H0875","well","27","Could impact IB"
"H1389I","hill","27","Could impact IB"
"H1653","rain","27","Could impact IB"
"H2074","zebulun","27","Not relevant"
"H2983G","jebusites","27","Could impact IB"
"H3077H","jehoiada","27","Not relevant"
"H3206","children","27","Not relevant"
"H4422","escape","27","Could impact IB"
"H5126","nun","27","Not relevant"
"H5387A","prince","27","Not relevant"
"H6823","overlaid","27","Could impact IB"
"H6925","before","27","Not relevant"
"H7453","another","27","Not relevant"
"H7925","early","27","Not relevant"
"H8095G","simeon","27","Not relevant"
"H8336B","linen","27","Not relevant"
"G0565","went","26","Not relevant"
"G0737","now","26","Not relevant"
"G0906G","thrown","26","Not relevant"
"G2068","eat","26","Not relevant"
"G2243","elijah","26","Not relevant"
"G2248","we","26","Not relevant"
"G3778","man","26","Not relevant"
"G3793","people","26","Not relevant"
"G3813","child","26","Not relevant"
"G3850","parable","26","Could impact IB"
"G5092","honor","26","IB related"
"H0214","treasures","26","Not relevant"
"H0251I","another","26","Not relevant"
"H0935G","come in","26","Not relevant"
"H1129","building","26","Not relevant"
"H1980H","come","26","Not relevant"
"H2876","guard","26","Could impact IB"
"H3220G","seas","26","Not relevant"
"H3384B","teach","26","Could impact IB"
"H3394","moon","26","Could impact IB"
"H3423H","take possession","26","Could impact IB"
"H3881","levite","26","Not relevant"
"H4264","army","26","Could impact IB"
"H5060","touched","26","Could impact IB"
"H5291","young woman","26","Not relevant"
"H5703","forever","26","Not relevant"
"H6256","times","26","Not relevant"
"H6539","persia","26","Not relevant"
"H7175","frames","26","Could impact IB"
"H7259","rebekah","26","Not relevant"
"H7381","aroma","26","Could impact IB"
"H7628A","captivity","26","Could impact IB"
"H7778","gatekeepers","26","Could impact IB"
"H7848","acacia","26","Could impact IB"
"H8145","other","26","Not relevant"
"G1322","teaching","25","Could impact IB"
"G1537","out","25","Not relevant"
"G2374","door","25","Not relevant"
"G2476","stood","25","Not relevant"
"G3022","white","25","Could impact IB"
"G3101","disciple","25","Could impact IB"
"G3735","mountain","25","Not relevant"
"G3957","passover","25","Could impact IB"
"G4137","fulfilled","25","Could impact IB"
"G5037","both","25","Not relevant"
"H0054","abiathar","25","Not relevant"
"H0319","end","25","Not relevant"
"H0339","coastlands","25","Could impact IB"
"H0591","ships","25","Not relevant"
"H1259","hail","25","Could impact IB"
"H1755","all","25","Not relevant"
"H2833","breastpiece","25","Could impact IB"
"H3162A","together","25","Not relevant"
"H3978","food","25","Not relevant"
"H4397G","messenger","25","Could impact IB"
"H5028","nebat","25","Not relevant"
"H5321G","naphtali","25","Not relevant"
"H5945B","most high","25","Not relevant"
"H5982G","pillar","25","Not relevant"
"H6883","leprous disease","25","Could impact IB"
"H7126H","bring","25","Not relevant"
"H7151","city","25","Not relevant"
"H7819A","kill","25","Not relevant"
"H8163B","male","25","Could impact IB"
"H8179H","towns","25","Could impact IB"
"H8432","in","25","Not relevant"
"G0142","away","24","Not relevant"
"G0314","read","24","Could impact IB"
"G0450","rise","24","Could impact IB"
"G0686","then","24","Not relevant"
"G1438","own","24","Not relevant"
"G1831","came","24","Not relevant"
"G2264H","herod","24","Not relevant"
"G3062","rest","24","Not relevant"
"G3137G","mary","24","Not relevant"
"G3761","or","24","Not relevant"
"G3772","heavens","24","Could impact IB"
"G4990","savior","24","Could impact IB"
"H0040G","abimelech","24","Not relevant"
"H0113","master’s","24","Not relevant"
"H0376G","man’s","24","Not relevant"
"H0550G","amnon","24","Not relevant"
"H1141G","benaiah","24","Not relevant"
"H1219","fortified","24","Could impact IB"
"H1330","virgin","24","Could impact IB"
"H3157H","jezreel","24","Not relevant"
"H3233G","right","24","Could impact IB"
"H3368","precious","24","Could impact IB"
"H3532","lamb","24","Not relevant"
"H3627","utensils","24","Could impact IB"
"H3812","leah","24","Not relevant"
"H3836","white","24","Could impact IB"
"H4057B","desert","24","Not relevant"
"H4422","escaped","24","Could impact IB"
"H5048","opposite","24","Could impact IB"
"H5060","touch","24","Could impact IB"
"H5216A","lamps","24","Not relevant"
"H7223H","former","24","Not relevant"
"H7453","neighbor’s","24","Not relevant"
"H8181","hair","24","Not relevant"
"H8392","ark","24","Could impact IB"
"H8659H","tarshish","24","Not relevant"
"G0125","egypt","23","Not relevant"
"G0740","loaves","23","Could impact IB"
"G1176","ten","23","Not relevant"
"G1537","with","23","Not relevant"
"G2384H","jacob","23","Not relevant"
"G2980","said","23","Not relevant"
"G3162","sword","23","Not relevant"
"G3165","i","23","Not relevant"
"G3196","members","23","Could impact IB"
"G3778","him","23","Not relevant"
"G4864","synagogues","23","Could impact IB"
"G5620","so","23","Not relevant"
"H0052","abishai","23","Not relevant"
"H0120G","human","23","Could impact IB"
"H0120G","men","23","Not relevant"
"H0127I","earth","23","Not relevant"
"H0188","woe","23","Could impact IB"
"H0223A","uriah","23","Not relevant"
"H0769","arnon","23","Not relevant"
"H1263J","baruch","23","Not relevant"
"H1436B","gedaliah","23","Not relevant"
"H1840G","daniel","23","Not relevant"
"H1980I","walking","23","Not relevant"
"H2472","dreams","23","Could impact IB"
"H2691A","courts","23","Could impact IB"
"H3532","lambs","23","Not relevant"
"H4082","provinces","23","Could impact IB"
"H4135A","circumcised","23","Could impact IB"
"H4519H","manasseh","23","Not relevant"
"H5175","serpent","23","Not relevant"
"H5488G","red","23","Could impact IB"
"H5818G","uzziah","23","Not relevant"
"H6224","tenth","23","Not relevant"
"H6227","smoke","23","Could impact IB"
"H6490","precepts","23","Could impact IB"
"H6532","veil","23","Not relevant"
"H6967","height","23","Not relevant"
"H7161A","horn","23","Could impact IB"
"H7622","fortunes","23","Could impact IB"
"H7819A","slaughtered","23","Could impact IB"
"H8415","deep","23","Not relevant"
"H8435","generations","23","Could impact IB"
"G0290","vineyard","22","Not relevant"
"G1210","bound","22","Could impact IB"
"G1321","taught","22","Could impact IB"
"G1451","near","22","Not relevant"
"G2087","other","22","Not relevant"
"G2455H","judas","22","Not relevant"
"G2980","spoken","22","Not relevant"
"G3109","macedonia","22","Not relevant"
"G3441","alone","22","Could impact IB"
"G3778","that","22","Not relevant"
"G3952","coming","22","Could impact IB"
"G4061","circumcision","22","Could impact IB"
"G4159","where","22","Not relevant"
"G5095","timothy","22","Not relevant"
"H0138G","adonijah","22","Not relevant"
"H0272","property","22","Could impact IB"
"H0343","calamity","22","Could impact IB"
"H0376I","anyone","22","Not relevant"
"H0623H","asaph","22","Not relevant"
"H1004B","prison","22","Could impact IB"
"H1314","spices","22","Could impact IB"
"H2008","here","22","Not relevant"
"H2344","sand","22","Could impact IB"
"H2371","hazael","22","Not relevant"
"H2568","twenty-five","22","Could impact IB"
"H2677","half-tribe","22","Could impact IB"
"H2850","hittites","22","Not relevant"
"H3381","came down","22","Not relevant"
"H3390","jerusalem","22","Not relevant"
"H3407","curtain","22","Not relevant"
"H3532","male lambs","22","Could impact IB"
"H3612G","caleb","22","Not relevant"
"H4026M","tower","22","Could impact IB"
"H4405","words","22","Not relevant"
"H4436H","queen","22","Could impact IB"
"H4503G","offering","22","Not relevant"
"H4598","robe","22","Not relevant"
"H4818","chariot","22","Not relevant"
"H5022","naboth","22","Not relevant"
"H5514G","sinai","22","Not relevant"
"H5631","eunuchs","22","Could impact IB"
"H5833","help","22","Could impact IB"
"H6235","10,000","22","Not relevant"
"H6242","twenty-five","22","Could impact IB"
"H8066","eighth","22","Not relevant"
"H8142","sleep","22","Could impact IB"
"H8269","captains","22","Could impact IB"
"G0537","all","21","Not relevant"
"G0565","go","21","Not relevant"
"G0601","revealed","21","Could impact IB"
"G0611","answer","21","Could impact IB"
"G1100","tongues","21","Could impact IB"
"G1511","is","21","Not relevant"
"G1537","at","21","Not relevant"
"G1785","commandments","21","Could impact IB"
"G1854","outside","21","Could impact IB"
"G1909","before","21","Not relevant"
"G2268","isaiah","21","Not relevant"
"G3441","only","21","Not relevant"
"G3775","ears","21","Not relevant"
"G3956","whole","21","Not relevant"
"G3992","send","21","Not relevant"
"G5217","going","21","Could impact IB"
"H0175","aaron’s","21","Not relevant"
"H0194","perhaps","21","Could impact IB"
"H0212","wheels","21","Could impact IB"
"H0314","last","21","Could impact IB"
"H0348","jezebel","21","Not relevant"
"H0397","achish","21","Not relevant"
"H0519","servant","21","Not relevant"
"H0665","ashes","21","Could impact IB"
"H0836","asher","21","Not relevant"
"H0906","linen","21","Not relevant"
"H1157","for","21","Not relevant"
"H2022G","hills","21","Could impact IB"
"H2493","dream","21","Could impact IB"
"H2719","swords","21","Not relevant"
"H2850","hittite","21","Not relevant"
"H3423H","possession","21","Could impact IB"
"H3458H","ishmael","21","Not relevant"
"H3923","lachish","21","Not relevant"
"H4039","scroll","21","Could impact IB"
"H4046","plague","21","Could impact IB"
"H4296","bed","21","Could impact IB"
"H4904","bed","21","Could impact IB"
"H5158A","brook","21","Could impact IB"
"H5281","naomi","21","Not relevant"
"H5695","calf","21","Not relevant"
