strongNumber,stepGloss,stepTransliteration,language,count
G3898,similarly,paraplēsiōs,Greek,1
G3899,to pass by/through,paraporeuomai,Greek,40
G3901,to drift away,pararreō,Greek,3
G3902,figurehead,parasēmos,Greek,1
G3903,to prepare,paraskeuazō,Greek,15
G3904,Preparation,paraskeuē,Greek,8
G3905,to prolong,parateinō,Greek,6
G3906,to observe,paratēreō,Greek,9
G3907,observation,paratērēsis,Greek,1
G3908,to set before,paratithēmi,Greek,41
G3909,be there,paratunchanō,Greek,1
G3910,momentary,parautika,Greek,2
G3911,to take away,paraferō,Greek,7
G3914,to winter,paracheimazō,Greek,4
G3915,wintering,paracheimasia,Greek,1
G3916,instantly,parachrēma,Greek,29
G3917,leopard,pardalis,Greek,8
G3918,be present,pareimi,Greek,51
G3919,to introduce,pareisagō,Greek,1
G3920,infiltrated,pareisaktos,Greek,1
G3921,to infiltrate,pareisdunō,Greek,1
G3922,to come in,pareiserchomai,Greek,2
G3923,to supply,pareisferō,Greek,1
G3924,except,parektos,Greek,3
G3925,barracks,parembolē,Greek,233
G3926,to trouble,parenochleō,Greek,9
G3927,stranger,parepidēmos,Greek,5
G3928,to pass by,parerchomai,Greek,154
G3929,passing over,paresis,Greek,1
G3930,to furnish occasion,parechō,Greek,20
G3932,virginity,partheneia,Greek,2
G3933,virgin,parthenos,Greek,65
G3935,to neglect,pariēmi,Greek,12
G3936,to stand by,paristēmi,Greek,118
G3937,Parmenas,parmenas,Greek,1
G3938,passing by,parodos,Greek,6
G3939,be a stranger,paroikeō,Greek,59
G3940,sojourning,paroikia,Greek,11
G3941,foreigner,paroikos,Greek,32
G3942,proverb,paroimia,Greek,8
G3943,drunken,paroinos,Greek,2
G3944,to pass by,paroichomai,Greek,1
G3945,to resemble,paromoiazō,Greek,1
G3946,like,paromoios,Greek,2
G3951,to incite,parotrunō,Greek,1
G3952,coming,parousia,Greek,24
G3953,dish,paropsis,Greek,2
G3956,all,pas,Greek,6438
G3957,Passover lamb,pascha,Greek,59
G3960,to strike,patassō,Greek,384
G3961,to trample,pateō,Greek,22
G3962,father,patēr,Greek,1550
G3963,Patmos,patmos,Greek,1
G3964,patricide,patralōas,Greek,1
G3965,family line,patria,Greek,175
G3966,patriarch,patriarchēs,Greek,9
G3967,paternal,patrikos,Greek,10
G3968,fatherland,patris,Greek,16
G3969,Patrobas,patrobas,Greek,1
G3970,from forefathers,patroparadotos,Greek,1
G3971,ancestral,patrōos,Greek,4
G3972G,Paul,paulos,Greek,169
G3972H, Paulus,paulos,Greek,1
G3973,to cease,pauō,Greek,79
G3974,Paphos,pafos,Greek,2
G3975,to thicken,pachunō,Greek,8
G3976,fetter,pedē,Greek,13
G3977,level,pedinos,Greek,20
G3978,to walk,pezeuō,Greek,1
G3979,on foot,pezē,Greek,3
G3980,to obey,peitharcheō,Greek,4
G3981,persuasive,peithos,Greek,1
G3983,to hunger,peinaō,Greek,63
G3988,persuasion,peismonē,Greek,1
G3989,sea,pelagos,Greek,2
G3990,to behead,pelekizō,Greek,1
G3991,fifth,pemptos,Greek,51
G3992,to send,pempō,Greek,88
G3994,mother-in-law,penthera,Greek,20
G3995,father-in-law,pentheros,Greek,8
G3999,five times,pentakis,Greek,2
G4000,five thousand,pentakischilioi,Greek,14
G4001,five hundred,pentakosioi,Greek,54
G4002,five,pente,Greek,294
G4003,fifteenth,pentekaidekatos,Greek,19
G4004,fifty,pentēkonta,Greek,159
G4005,Pentecost,pentēkostē,Greek,3
G4007,indeed,per,Greek,10
G4008,other side,peran,Greek,119
G4009,end,peras,Greek,52
G4010,Pergamum,pergamos,Greek,2
G4011,Perga,pergē,Greek,3
G4012,about,peri,Greek,892
G4013,to take/go around,periagō,Greek,12
G4014,to take away,periaireō,Greek,60
G4015,to shine,periastraptō,Greek,2
G4016,to clothe,periballō,Greek,73
G4017,to look around,periblepō,Greek,12
G4018,covering,peribolaion,Greek,12
G4019,to wrap around,perideō,Greek,2
G4020,be a busybody,periergazomai,Greek,1
G4021,meddlesome/magic,periergos,Greek,2
G4022,to go around,perierchomai,Greek,18
G4023,to contain,periechō,Greek,23
G4024,to gird,perizōnnumi,Greek,42
G4025,wearing,perithesis,Greek,1
G4026,to stand around,periistēmi,Greek,8
G4027,garbage,perikatharma,Greek,2
G4028,to cover,perikaluptō,Greek,7
G4029,to surround,perikeimai,Greek,5
G4030,helmet,perikefalaia,Greek,13
G4031,in control of,perikratēs,Greek,1
G4032,to hide,perikruptō,Greek,1
G4033,to surround,perikukloō,Greek,18
G4034,to shine around,perilampō,Greek,2
G4035,to remain,perileipomai,Greek,2
G4037,to await,perimenō,Greek,2
G4038,around,perix,Greek,1
G4040,neighboring,perioikos,Greek,6
G4041,special,periousios,Greek,6
G4042,passage,periochē,Greek,25
G4043,to walk,peripateō,Greek,123
G4044,to pierce,peripeirō,Greek,1
G4045,to fall upon,peripiptō,Greek,6
G4046,to gain,peripoieō,Greek,29
G4047,acquiring,peripoiēsis,Greek,8
G4050,excess,perisseia,Greek,16
G4051,overflow,perisseuma,Greek,6
G4052,to exceed,perisseuō,Greek,44
G4053,excessive,perissos,Greek,30
G4056,more excessively,perissoterōs,Greek,13
G4057,excessively,perissōs,Greek,9
G4058,dove,peristera,Greek,45
G4059,to circumcise,peritemnō,Greek,52
G4060,to put on,peritithēmi,Greek,48
G4061,circumcision,peritomē,Greek,40
G4062,to drive insane,peritrepō,Greek,1
G4063,to run around,peritrechō,Greek,3
G4064,to carry (around),periferō,Greek,7
G4065,to despise,perifroneō,Greek,1
G4066,region,perichōros,Greek,32
G4067,scum,peripsēma,Greek,1
G4068,to boast,perpereuomai,Greek,1
G4069,Persis,persis,Greek,2
G4070,last year,perusi,Greek,2
G4071,bird,peteinos,Greek,96
G4072,to fly,petomai,Greek,24
G4073,rock,petra,Greek,98
G4074G,Peter,petros,Greek,174
G4075,rocky,petrōdēs,Greek,4
G4076,rue,pēganon,Greek,1
G4077,flow,pēgē,Greek,91
G4078,to set up,pēgnumi,Greek,31
G4079,rudder,pēdalion,Greek,2
G4080,how great,pēlikos,Greek,4
G4081,clay,pēlos,Greek,30
G4082,bag,pēra,Greek,7
G4083,cubit/hour,pēchus,Greek,253
G4084,to arrest/catch,piazō,Greek,13
G4085,to press down,piezō,Greek,2
G4086,persuasive speech,pithanologia,Greek,1
G4091,Pilate,pilatos,Greek,56
G4092,to swell up,pimprēmi,Greek,1
G4093,little tablet,pinakidion,Greek,1
G4094,platter,pinax,Greek,5
G4095,to drink,pinō,Greek,319
G4096,richness,piotēs,Greek,12
G4097,to sell,pipraskō,Greek,34
G4098,to collapse,piptō,Greek,420
G4101,pure,pistikos,Greek,2
G4105,to lead astray,planaō,Greek,131
G4106,error,planē,Greek,13
G4107,wandering,planētēs,Greek,2
G4108,deceiving,planos,Greek,7
G4109,tablet,plax,Greek,38
G4110,formed thing,plasma,Greek,6
G4111,to mold,plassō,Greek,48
G4112,made-up,plastos,Greek,1
G4114,width,platos,Greek,55
G4115,to widen,platunō,Greek,22
G4116,street,platus,Greek,59
G4117,braided,plegma,Greek,1
G4118,most,pleistos,Greek,8
G4119,greater,pleiōn pleion,Greek,85
G4120,to weave,plekō,Greek,5
G4121,to increase,pleonazō,Greek,30
G4122,to exploit,pleonekteō,Greek,7
G4125,side,pleura,Greek,35
G4126,to sail,pleō,Greek,9
G4127,plague/blow/wound,plēgē,Greek,96
G4128,multitude,plēthos,Greek,226
G4129,to multiply,plēthunō,Greek,177
G4130,to fill,plēthō pimplēmi,Greek,131
G4131,bully,plēktēs,Greek,2
G4132,flood,plēmmura,Greek,2
G4133,but/however,plēn,Greek,245
G4134,full,plērēs,Greek,121
G4135,to fulfill,plēroforeō,Greek,7
G4136,assurance,plēroforia,Greek,4
G4138,fulfillment,plērōma,Greek,34
G4139,near/neighbor,plēsion,Greek,181
G4140,gratification,plēsmonē,Greek,24
G4141,to strike,plēssō,Greek,27
G4142,small boat,ploiarion,Greek,7
G4143,boat,ploion,Greek,102
G4144,voyage,ploos,Greek,3
G4150,to wash,plunō,Greek,55
G4153,spiritually,pneumatikōs,Greek,2
G4154,to blow,pneō,Greek,9
G4155,to choke,pnigō,Greek,5
G4156,strangled,pniktos,Greek,3
G4157,wind/breath,pnoē,Greek,23
G4158,floorlength,podērēs,Greek,10
G4159,whence,pothen,Greek,62
G4160G,to do/make: do,poieō,Greek,3366
G4160H,to do/make: make,poieō,Greek,1
G4160I,to do/make: appoint,poieō,Greek,7
G4160J,to do/make: spend[time],poieō,Greek,6
G4161,workmanship,poiēma,Greek,33
G4162,he did,poiēsis,Greek,7
G4163,doer,poiētēs,Greek,6
G4164,various,poikilos,Greek,30
G4165,to shepherd,poimainō,Greek,62
G4166,shepherd,poimēn,Greek,95
G4167,flock,poimnē,Greek,7
G4168,flock,poimnion,Greek,77
G4169,what?,poios,Greek,62
G4170,to fight,polemeō,Greek,166
G4171,war,polemos,Greek,302
G4172,city,polis,Greek,1420
G4175,citizenship,politeuma,Greek,1
G4178,often,pollakis,Greek,20
G4180,wordiness,polulogia,Greek,2
G4181,little by little,polumerōs,Greek,1
G4182,manifold,polupoikilos,Greek,1
G4183,much,polus,Greek,902
G4185,valuable,polutelēs,Greek,12
G4186,valuable,polutimos,Greek,3
G4187,in many ways,polutropōs,Greek,1
G4188,drink,poma,Greek,4
G4193,of Pontus,pontikos,Greek,1
G4194,Pontius,pontios,Greek,4
G4195,Pontus,pontos,Greek,3
G4196,Publius,poplios,Greek,2
G4197,journey,poreia,Greek,20
G4198,to travel,poreuō,Greek,1210
G4199,to lay waste,portheō,Greek,3
G4200,gain,porismos,Greek,2
G4201,Porcius,porkios,Greek,1
G4202,sexual sin,porneia,Greek,73
G4203,to sin sexually,porneuō,Greek,26
G4204,prostitute,pornē,Greek,51
G4205,sexual sinner,pornos,Greek,10
G4206,far (away),porrō,Greek,15
G4207,afar off,porrōthen,Greek,17
G4209,purple cloth,porfura,Greek,41
G4210,purple,porfureos,Greek,10
G4211,dealer in purple,porfuropōlis,Greek,1
G4212,how often!,posakis,Greek,6
G4213,drink,posis,Greek,5
G4214,how much/many?,posos,Greek,33
G4215,river,potamos,Greek,220
G4216,flooded,potamoforētos,Greek,1
G4217,of what kind?,potapos,Greek,7
G4218,once/when,pote,Greek,109
G4219,when?,pote,Greek,67
G4220,whether,poteros,Greek,13
G4221,cup,potērion,Greek,64
G4222,to water,potizō,Greek,73
G4223,Puteoli,potioloi,Greek,1
G4224,carousing,potos,Greek,31
G4225,somewhere,pou,Greek,4
G4226,where?,pou,Greek,150
G4227,Pudens,poudēs,Greek,1
G4228,foot,pous,Greek,337
G4229,thing,pragma,Greek,62
G4230,affairs,pragmateia,Greek,6
G4231,to trade,pragmateuomai,Greek,3
G4232,praetorium,praitōrion,Greek,8
G4233,bailiff,praktōr,Greek,3
G4234,action,praxis,Greek,15
G4235,gentle,praos,Greek,0
G4238,to do/require,prassō,Greek,61
G4241,be proper,prepō,Greek,11
G4242,delegation,presbeia,Greek,2
G4243,be ambassador,presbeuō,Greek,2
G4244,council of elders,presbuterion,Greek,3
G4245G,elder: Elder,presbuteros,Greek,222
G4245H,elder: old,presbuteros,Greek,8
G4246,old man,presbutēs,Greek,38
G4247,old woman,presbutis,Greek,1
G4248,headlong,prēnēs,Greek,1
G4249,to saw (in two),prizō,Greek,2
G4250,before,prin,Greek,42
G4251,Prisca,priska,Greek,3
G4252,Priscilla,priskilla,Greek,6
G4253,before,pro,Greek,245
G4254,to go/bring before,proagō,Greek,23
G4256,to accuse,proaitiaomai,Greek,1
G4257,to hear beforehand,proakouō,Greek,1
G4259,entryway,proaulion,Greek,1
G4260,to advance,probainō,Greek,15
G4261,to put forth,proballō,Greek,8
G4262,Sheep Gate,probatikos,Greek,4
G4263,sheep,probaton,Greek,324
G4264,to prompt,probibazō,Greek,4
G4265,to foresee/plan,problepō,Greek,2
G4266,to do beforehand,proginomai,Greek,1
G4269,parent/ancestor,progonos,Greek,2
G4270,to write/designate,prografō,Greek,5
G4271,obvious,prodēlos,Greek,3
G4274,forerunner,prodromos,Greek,3
G4277,to predict,proepō,Greek,3
G4278,to begin beforehand,proenarchomai,Greek,2
G4279,to promise,proepangellō,Greek,2
G4280,to predict,proereō,Greek,10
G4281,to go before,proerchomai,Greek,12
G4282,to prepare,proetoimazō,Greek,3
G4283,to speak good news,proeuangelizomai,Greek,1
G4284,to excel,proechō,Greek,1
G4285,to prefer,proēgeomai,Greek,3
G4287,set time,prothesmia,Greek,1
G4291,to set before,proistēmi,Greek,13
G4292,to provoke,prokaleō,Greek,1
G4293,to foretell,prokatangellō,Greek,4
G4294,to arrange,prokatartizō,Greek,1
G4295,to set before,prokeimai,Greek,13
G4296,to announce,prokērussō,Greek,2
G4297,progress,prokopē,Greek,3
G4298,to advance,prokoptō,Greek,6
G4299,prejudice,prokrima,Greek,1
G4300,to establish,prokuroomai,Greek,1
G4301,to take beforehand,prolambanō,Greek,3
G4302,to foretell,prolegō,Greek,5
G4303,to predict,promarturomai,Greek,1
G4304,to premeditate,promeletaō,Greek,1
G4308,to foresee,prooraō,Greek,5
G4309,to predestine,proorizō,Greek,6
G4310,to suffer before,propaschō,Greek,1
G4311,to help on the way,propempō,Greek,10
G4312,reckless,propetēs,Greek,4
G4313,to go before,proporeuō,Greek,39
G4314,to/with,pros,Greek,4470
G4315,Friday,prosabbaton,Greek,1
G4316,to designate,prosagoreuō,Greek,2
G4317,to bring near,prosagō,Greek,151
G4318,access,prosagōgē,Greek,3
G4319,to beg,prosaiteō,Greek,5
G4320,to go up,prosanabainō,Greek,9
G4321,to expend,prosanaliskō,Greek,1
G4322,to supply,prosanaplēroō,Greek,2
G4323,to confer,prosanatithēmi,Greek,2
G4324,to threaten further,prosapeileō,Greek,1
G4325,to spend extra,prosdapanaō,Greek,1
G4326,to need,prosdeō,Greek,3
G4327,to wait for/welcome,prosdechomai,Greek,48
G4330,to permit,proseaō,Greek,1
G4331,to approach,prosengizō,Greek,15
G4332,to sit near/serve,prosedreuō,Greek,1
G4333,to earn more,prosergazomai,Greek,1
G4334,to come near/agree,proserchomai,Greek,177
G4337,to watch out,prosechō,Greek,110
G4338,to nail,prosēloō,Greek,1
G4339,proselyte,prosēlutos,Greek,86
G4340,temporary,proskairos,Greek,4
G4342,to continue in/with,proskartereō,Greek,11
G4343,perseverance,proskarterēsis,Greek,1
G4344,cushion,proskefalaion,Greek,3
G4345,to join,prosklēroō,Greek,1
G4346,partiality,prosklisis,Greek,1
G4347,to join,proskollaō,Greek,22
G4351,to roll before,proskuliō,Greek,2
G4354,to talk to/with,proslaleō,Greek,3
G4355,to take,proslambanō,Greek,20
G4356,acceptance,proslēpsis,Greek,1
G4357,to remain/persist,prosmenō,Greek,8
G4359,to owe besides,prosofeilō,Greek,1
G4360,be angry,prosochthizō,Greek,18
G4361,very hungry,prospeinos,Greek,1
G4362,to nail to,prospēgnumi,Greek,1
G4363,to fall/beat,prospiptō,Greek,16
G4365,to approach,prosporeuomai,Greek,18
G4366,to strike,prosrēgnumi,Greek,2
G4367,to order,prostassō,Greek,35
G4368,patroness,prostatis,Greek,1
G4369,to add (to),prostithēmi,Greek,265
G4370,to hasten,prostrechō,Greek,7
G4371,fish,prosfagion,Greek,1
G4372,new,prosfatos,Greek,5
G4373,recently,prosfatōs,Greek,3
G4374,to bring to,prosferō,Greek,191
G4376,offering,prosfora,Greek,11
G4378,sprinkling,proschusis,Greek,1
G4379,to touch,prospsauō,Greek,1
G4380,to favor,prosōpolēpteō,Greek,1
G4381,prejudiced person,prosōpolēptēs,Greek,1
G4382,favoritism,prosōpolēpsia,Greek,4
G4383,face,prosōpon,Greek,1163
G4384,to predetermine,protassō,Greek,1
G4385,to stretch out,proteinō,Greek,1
G4387,before,proteros,Greek,61
G4389,to encourage,protrepō,Greek,1
G4390,to outrun,protrechō,Greek,3
G4391,be formerly,prouparchō,Greek,2
G4392,pretense,profasis,Greek,13
G4393,to bring out,proferō,Greek,3
G4399,to come before,profthanō,Greek,17
G4402,Prochorus,prochoros,Greek,1
G4403,stern,prumna,Greek,3
G4404,early,prōi,Greek,198
G4405,early morning,prōia,Greek,14
G4406,early rain,prōimos,Greek,9
G4407,morning,prōinos,Greek,13
G4408,bow,prōra,Greek,2
G4409,be first,prōteuō,Greek,2
G4410,seat of honor,prōtokathedria,Greek,4
G4411,place of honor,prōtoklisia,Greek,5
G4412,first,prōton,Greek,3
G4413G,first,prōtos,Greek,338
G4413H,first: previous,prōtos,Greek,8
G4413I,first: chief,prōtos,Greek,5
G4413J,first: best,prōtos,Greek,12
G4414,ringleader,prōtostatēs,Greek,2
G4418,heel,pterna,Greek,11
G4419,pinnacle,pterugion,Greek,21
G4420,wing,pterux,Greek,79
G4421,bird,ptēnos,Greek,2
G4424,Ptolemais,ptolemais,Greek,1
G4427,saliva,ptusma,Greek,1
G4428,to roll up,ptussō,Greek,1
G4429,to spit,ptuō,Greek,4
G4430,corpse,ptōma,Greek,24
G4431,fall,ptōsis,Greek,21
G4432,poverty,ptōcheia,Greek,14
G4435,fist,pugmē,Greek,3
G4437,often,puknos,Greek,4
G4439,gate,pulē,Greek,347
G4440,gate,pulōn,Greek,40
G4441,to inquire,punthanomai,Greek,17
G4442,fire,pur,Greek,507
G4443,fire,pura,Greek,6
G4444,tower,purgos,Greek,55
G4445,be feverish,puressō,Greek,2
G4446,fever,puretos,Greek,7
G4447,fiery,purinos,Greek,3
G4448,to burn,puroō,Greek,23
G4449,be (fiery) red,purrazō,Greek,2
G4450,fiery red,purros,Greek,10
G4451,burning,purōsis,Greek,5
G4453,to sell,pōleō,Greek,36
G4454,colt,pōlos,Greek,19
G4455,ever,pōpote,Greek,9
G4458,how,pōs,Greek,17
G4459,how?!,pōs,Greek,204
G4460,Rahab,raab,Greek,13
G4461,Rabbi,rabbi,Greek,17
G4462,Rabboni,rabboni,Greek,2
G4463,to beat with a rod,rabdizō,Greek,4
G4464,rod,rabdos,Greek,126
G4465,police,rabdouchos,Greek,2
G4467,crime,radiourgēma,Greek,1
G4468,trickery,radiourgia,Greek,1
G4469,fool,raka,Greek,1
G4470,a cloth,rakos,Greek,4
G4471,Ramah,rama,Greek,35
G4472,to sprinkle,rantizō,Greek,9
G4473,sprinkling,rantismos,Greek,8
G4474,to slap,rapizō,Greek,3
G4475,slap,rapisma,Greek,4
G4476,needle,rafis,Greek,3
G4478,Rachel,rachēl,Greek,51
G4479,Rebekah,rebekka,Greek,35
G4480,carriage,reda,Greek,1
G4481,Rephan,refan raifan romfa remfan,Greek,2
G4482,to flow,reō,Greek,35
G4483,to say: will say,ereō,Greek,53
G4484,Rhegium,rēgion,Greek,1
G4485,destruction,rēgma,Greek,5
G4486,to throw violently,rēgnumi,Greek,44
G4487,declaration,rēma,Greek,597
G4490,expressly,rētōs,Greek,1
G4491,root,riza,Greek,57
G4492,to root,rizoō,Greek,4
G4493,twinkling,ripē,Greek,1
G4494,to toss about,ripizō,Greek,1
G4496,to throw/lay down,riptō,Greek,86
G4498,Rhoda,rodē,Greek,1
G4500,with a roar,roizēdon,Greek,1
G4501,sword,romfaia,Greek,219
G4504G,Rufus,roufos,Greek,2
G4505,lane,rumē,Greek,5
G4506,to rescue,ruomai,Greek,151
G4507,filth,ruparia,Greek,1
G4508,filthy,ruparos,Greek,4
G4509,filth,rupos,Greek,5
G4510,to defile,rupoō,Greek,2
G4511,discharge,rusis,Greek,19
G4512,wrinkle,rutis,Greek,1
G4514,Roman,rōmaios,Greek,13
G4515,in Latin,rōmaisti,Greek,1
G4516,Rome,rōmē,Greek,15
G4517,farewell,rōnnumi,Greek,2
G4518,sabachthani,sabachthani,Greek,2
G4520,Sabbath rest,sabbatismos,Greek,1
G4521,Sabbath,sabbaton,Greek,180
G4522,dragnet,sagēnē,Greek,8
G4523,Sadducee,saddoukaios,Greek,14
G4525,to shake,sainō,Greek,1
G4526,sackcloth,sakkos,Greek,53
G4529,Salamis,salamis,Greek,1
G4530,Salim,saleim,Greek,1
G4531,to shake,saleuō,Greek,73
G4532,Salem,salēm,Greek,6
G4534,Salmone,salmōnē,Greek,1
G4535,tossing,salos,Greek,7
G4536,trumpet,salpigx,Greek,94
G4537,to sound a trumpet,salpizō,Greek,65
G4538,trumpeter,salpistēs,Greek,1
G4539,Salome,salōmē,Greek,2
G4540,Samaria,samareia,Greek,102
G4541,Samaritan,samareitēs,Greek,47
G4542,Samaria,samareitis,Greek,2
G4544,Samos,samos,Greek,1
G4545,Samuel,samouēl,Greek,151
G4546,Samson,sampsōn,Greek,44
G4547,sandal,sandalion,Greek,4
G4548,plank,sanis,Greek,4
G4549G,Saul,saoul,Greek,422
G4549H,Saul,saoul,Greek,1
G4550,rotten,sapros,Greek,8
G4551,Sapphira,sapfeirē,Greek,1
G4553,basket,sarganē,Greek,1
G4554,Sardis,sardeis,Greek,3
G4556,gem,sardion,Greek,9
G4563,to sweep,saroō,Greek,3
G4564,Sarah,sarra,Greek,41
G4567,Satan,satanas,Greek,37
G4568,seah,saton,Greek,4
G4569G,Saul,saulos,Greek,17
G4570,to extinguish,sbennumi,Greek,43
G4571,you,se,Greek,1408
G4572,yourself,seautou,Greek,239
G4573,to worship,sebazomai,Greek,1
G4574,object of worship,sebasma,Greek,2
G4575,Augustan,sebastos,Greek,3
G4577,chain,seira,Greek,5
G4578,earthquake,seismos,Greek,27
G4579,to shake,seiō,Greek,38
G4581,Seleucia,seleukeia,Greek,1
G4582,moon,selēnē,Greek,39
G4583,be epileptic,selēniazomai,Greek,2
G4585,fine flour,semidalis,Greek,60
G4588,Sergius,sergios,Greek,1
G4589,Seth,sēth,Greek,11
G4591,to signify,sēmainō,Greek,23
G4592,sign,sēmeion,Greek,179
G4593,to note,sēmeioō,Greek,2
G4594,today,sēmeron,Greek,296
G4595,to rot,sēpō,Greek,7
G4596,silk,sērikos,Greek,1
G4597,moth,sēs,Greek,8
G4598,moth-eaten,sētobrōtos,Greek,2
G4600,cheek,siagōn,Greek,24
G4603,iron,sidēreos,Greek,44
G4604,iron,sidēros,Greek,54
G4605,Sidon,sidōn,Greek,37
G4606,Sidonian,sidōnios,Greek,16
G4607,assassin,sikarios,Greek,1
G4608,alcoholic drink,sikera,Greek,17
G4609,Silas,silas,Greek,13
G4610,Silvanus,silouanos,Greek,4
G4611,Siloam,silōam,Greek,4
G4612,apron,simikinthion,Greek,1
G4613G,Simon,simōn,Greek,77
G4613H,Simon,simōn,Greek,2
G4613I,Simon,simōn,Greek,2
G4613J,Simon,simōn,Greek,4
G4613L,Simon,simōn,Greek,4
G4613M,Simon,simōn,Greek,3
G4613N,Simon,simōn,Greek,5
G4613O,Simon,simōn,Greek,51
G4614,(Mount) Sinai,sina,Greek,56
G4615,mustard,sinapi,Greek,5
G4616,linen,sindōn,Greek,9
G4618,fattened,siteutos,Greek,7
G4619,fattened,sitistos,Greek,1
G4620,grain ration,sitometrion,Greek,1
G4621,grain,sitos,Greek,91
G4622,Zion,siōn,Greek,198
G4626,to dig,skaptō,Greek,4
G4627,lifeboat,skafē,Greek,3
G4628,leg,skelos,Greek,12
G4629,clothing,skepasma,Greek,1
G4630,Sceva,skeuas,Greek,1
G4632,vessel,skeuos,Greek,290
G4633,tent,skēnē,Greek,426
G4634,Feast|Festival of Booths,skēnopēgia,Greek,6
G4635,tentmaker,skēnopoios,Greek,1
G4636,tent,skēnos,Greek,2
G4637,to dwell,skēnoō,Greek,6
G4638,tent,skēnōma,Greek,67
G4639,shadow,skia,Greek,52
G4640,to leap,skirtaō,Greek,9
G4642,hard,sklēros,Greek,56
G4644,stiff-necked,sklērotrachēlos,Greek,7
G4645,to harden,sklērunō,Greek,40
G4646,crooked,skolios,Greek,24
G4647,thorn,skolops,Greek,4
G4648,to watch out,skopeō,Greek,14
G4649,goal,skopos,Greek,24
G4650,to scatter,skorpizō,Greek,15
G4651,scorpion,skorpios,Greek,11
G4657,garbage,skubalon,Greek,1
G4659,sad,skuthrōpos,Greek,4
G4662,worm-eated,skōlēkobrōtos,Greek,1
G4663,worm,skōlēx,Greek,15
G4664,emerald,smaragdinos,Greek,1
G4666,myrrh,smurna,Greek,11
G4667,Smyrna,smurna,Greek,3
G4668,Smyrnaean,smurnaiōn,Greek,2
G4669,to mix with myrrh,smurnizō,Greek,1
G4670,Sodom,sodoma,Greek,50
G4671,you,soi,Greek,1138
G4672G,Solomon,solomōn salōmōn,Greek,317
G4672H,Solomon's [Portico],solomōn,Greek,2
G4673,bier,soros,Greek,11
G4674,your,sos,Greek,133
G4675,of you,sou,Greek,4983
G4676,handkerchief,soudarion,Greek,4
G4677,Susanna,sousanna,Greek,1
G4681,Spain,spania,Greek,2
G4682,to convulse,sparassō,Greek,6
G4683,to wrap,sparganoō,Greek,4
G4684,to indulge,spatalaō,Greek,3
G4685,to draw,spaō,Greek,29
G4686,band,speira,Greek,8
G4687,to sow,speirō,Greek,109
G4688,executioner,spekoulatōr,Greek,1
G4689,to pour a libation,spendō,Greek,21
G4690G,seed: offspring,sperma,Greek,271
